filename,program,branch_pattern,cache_pattern,size_tier,predictor_stress_type,expected_dominant_miss_type,backend,compiler,arch,SIZE,N,SEED,warmup_iterations,taken,nottaken,sink,validation,reps,roi_elapsed_seconds_mean,roi_elapsed_seconds_median,roi_elapsed_seconds_stddev,perf_available,instructions_total,cycles_total,branches_total,branch_misses_total,cache_references_total,cache_misses_total,task_clock_ms,context_switches,cpu_migrations,page_faults,time_elapsed,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_branch_density,observed_cache_refs_per_instruction,branches_to_N_ratio,plausible
1516_grid_b31_prime_period13__c16_block_sparse,1516_grid_b31_prime_period13__c16_block_sparse.c,prime_period13,block_sparse,medium_L2,static/periodic,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,2069805294515875,PASS,5,0.00809991,0.008103129,6.4722e-05,1,85980202.4,33829570.2,11363917.6,20348.8,41952.8,18473.6,0,0.4,0.0,131.4,0.008394,2.5416,0.39346,0.001791,0.437556,0.132169,0.000488,3.78798,1
1517_grid_b31_prime_period13__c17_zipf_like_hot_buckets,1517_grid_b31_prime_period13__c17_zipf_like_hot_buckets.c,prime_period13,zipf_like_hot_buckets,large_L3,static/periodic,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3186873874671392,PASS,5,0.03319929,0.033321833,0.000386761,1,158865316.8,140100353.0,21053404.0,1303689.4,1096221.8,150260.0,0,1.2,0.0,1091.4,0.035801,1.13406,0.88188,0.061923,0.13704,0.132524,0.0069,4.2107,1
1518_grid_b31_prime_period13__c18_producer_consumer_two_pointer,1518_grid_b31_prime_period13__c18_producer_consumer_two_pointer.c,prime_period13,producer_consumer_two_pointer,xlarge_DRAM,static/periodic,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5282052746675446,PASS,5,0.021756297,0.021759282,5.6312e-05,1,301562799.0,152912996.6,46972586.0,9779.0,2748123.2,1452496.4,0,1.2,0.0,8259.2,0.04112,1.97214,0.5071,0.000208,0.528546,0.155764,0.009113,5.87156,1
1519_grid_b31_prime_period13__c19_matrix_diagonal_wavefront,1519_grid_b31_prime_period13__c19_matrix_diagonal_wavefront.c,prime_period13,matrix_diagonal_wavefront,small_L1,static/periodic,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,655455873116104,PASS,5,0.009832042,0.009812952,4.8255e-05,1,46370046.6,41554730.6,7017838.8,23402.6,35139.2,12393.8,0,0.4,0.0,70.2,0.010803,1.1159,0.89616,0.003335,0.351018,0.151344,0.000758,7.01782,1
1520_grid_b31_prime_period13__c20_hot_cold_phase_alternation,1520_grid_b31_prime_period13__c20_hot_cold_phase_alternation.c,prime_period13,hot_cold_phase_alternation,medium_L2,static/periodic,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1969914874162891,PASS,5,0.016022574,0.016029919,4.7894e-05,1,86358892.2,63859524.0,12693348.0,7481.6,45098.2,18517.0,0,0.2,0.0,131.8,0.016728,1.35234,0.73946,0.000589,0.408193,0.146984,0.000522,4.2311,1
1521_grid_b31_prime_period13__c21_pyramid_multiresolution_stride,1521_grid_b31_prime_period13__c21_pyramid_multiresolution_stride.c,prime_period13,pyramid_multiresolution_stride,large_L3,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3305534933276591,PASS,5,0.013361349,0.013369037,3.4528e-05,1,135536619.6,61807046.0,14772235.4,7571.0,998080.4,101654.0,0,0.4,0.0,1091.6,0.015748,2.19292,0.456,0.000513,0.101811,0.108991,0.007364,2.95444,1
1522_grid_b31_prime_period13__c22_tensor_3d_slice_poor_locality,1522_grid_b31_prime_period13__c22_tensor_3d_slice_poor_locality.c,prime_period13,tensor_3d_slice_poor_locality,xlarge_DRAM,static/periodic,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5282410103563487,PASS,5,0.036502741,0.036294778,0.001413011,1,329399541.6,210427396.0,34696489.6,9696.4,8956273.0,5727227.2,0,0.6,0.0,8259.4,0.057067,1.5662,0.63882,0.00028,0.639455,0.105333,0.02719,4.33706,1
1523_grid_b31_prime_period13__c23_struct_of_array_field_burst,1523_grid_b31_prime_period13__c23_struct_of_array_field_burst.c,prime_period13,struct_of_array_field_burst,small_L1,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,659973513628536,PASS,5,0.005422109,0.005424764,1.6332e-05,1,27246841.0,23264105.2,2891183.8,7251.0,33628.6,13539.8,0,0.0,0.0,70.4,0.006717,1.1712,0.85382,0.002508,0.402468,0.106111,0.001234,2.89118,1
1524_grid_b31_prime_period13__c24_banked_interleaved_access,1524_grid_b31_prime_period13__c24_banked_interleaved_access.c,prime_period13,banked_interleaved_access,medium_L2,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1974961871958378,PASS,5,0.008098381,0.008090146,3.0135e-05,1,84485953.6,33899254.8,8180941.8,7360.8,41431.2,20271.6,0,0.8,0.0,131.4,0.008703,2.49228,0.40124,0.0009,0.488683,0.096832,0.00049,2.72698,1
1525_grid_b31_prime_period13__c25_lru_recency_weighted_reuse,1525_grid_b31_prime_period13__c25_lru_recency_weighted_reuse.c,prime_period13,lru_recency_weighted_reuse,large_L3,static/periodic,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3306293738475950,PASS,5,0.04718249,0.04681832,0.000547166,1,198484375.2,195658121.0,22109699.2,3019167.8,2272327.0,157514.0,0,0.6,0.0,1092.2,0.051223,1.01452,0.98576,0.136554,0.069198,0.111393,0.011449,4.42194,1
1526_grid_b31_prime_period13__c26_geometric_stride_growth,1526_grid_b31_prime_period13__c26_geometric_stride_growth.c,prime_period13,geometric_stride_growth,xlarge_DRAM,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5285042874070756,PASS,5,0.039197275,0.038936672,0.000483558,1,289988370.6,221739426.4,43520130.8,9549.6,22155254.2,4408674.4,0,0.8,0.0,8259.0,0.05975,1.30784,0.76466,0.000219,0.199007,0.150076,0.076401,5.44002,1
1527_grid_b31_prime_period13__c27_reduction_broadcast_pattern,1527_grid_b31_prime_period13__c27_reduction_broadcast_pattern.c,prime_period13,reduction_broadcast_pattern,small_L1,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,675729306956854,PASS,5,0.002754421,0.002746429,1.5078e-05,1,25823283.6,12200883.6,4810120.4,256936.8,31257.4,12649.4,0,0.0,0.0,70.8,0.003028,2.11656,0.47246,0.053416,0.40247,0.186271,0.00121,4.81014,1
1528_grid_b31_prime_period13__c28_morton_zorder_traversal,1528_grid_b31_prime_period13__c28_morton_zorder_traversal.c,prime_period13,morton_zorder_traversal,medium_L2,static/periodic,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1975127542673638,PASS,5,0.01716677,0.017154521,3.7486e-05,1,203558919.8,70317363.8,14593595.2,7560.6,46498.2,18271.8,0,0.4,0.0,132.0,0.018755,2.89488,0.34546,0.000518,0.390266,0.071692,0.000228,4.86454,1
1529_grid_b31_prime_period13__c29_ping_pong_cache_thrash,1529_grid_b31_prime_period13__c29_ping_pong_cache_thrash.c,prime_period13,ping_pong_cache_thrash,large_L3,static/periodic,conflict/associativity,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3301005230276563,PASS,5,0.026619003,0.026629784,4.333e-05,1,146088405.2,114040990.2,14798259.4,7830.6,484022.4,121862.8,0,0.0,0.0,1091.2,0.030912,1.28102,0.78064,0.000529,0.251768,0.101296,0.003313,2.95966,1
1530_grid_b31_prime_period13__c30_gather_scatter_indirect_table,1530_grid_b31_prime_period13__c30_gather_scatter_indirect_table.c,prime_period13,gather_scatter_indirect_table,xlarge_DRAM,static/periodic,capacity (uniform random),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5254989012123529,PASS,5,0.016041314,0.016055345,0.000118302,1,289296850.4,130870060.8,34675364.6,9462.2,718035.8,615410.2,0,0.8,0.0,8262.6,0.035774,2.21062,0.45236,0.000273,0.857103,0.119861,0.002482,4.33444,1
1531_grid_b31_prime_period13__c31_fibonacci_stride,1531_grid_b31_prime_period13__c31_fibonacci_stride.c,prime_period13,fibonacci_stride,small_L1,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,685694618896355,PASS,5,0.002739003,0.002743777,2.4467e-05,1,32665639.6,12135342.4,2880847.2,6619.8,29696.8,10245.2,0,0.4,0.0,70.4,0.003145,2.69178,0.3715,0.002298,0.346817,0.088192,0.000909,2.88084,1
1532_grid_b31_prime_period13__c32_hilbert_curve_traversal,1532_grid_b31_prime_period13__c32_hilbert_curve_traversal.c,prime_period13,hilbert_curve_traversal,medium_L2,static/periodic,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1974962116210771,PASS,5,0.089226026,0.089203076,0.000324846,1,580714076.2,362963874.0,91537130.4,7674176.8,81997.2,27561.0,0,0.6,0.0,131.6,0.096623,1.5999,0.62502,0.083837,0.337088,0.157628,0.000141,30.51238,0
1533_grid_b31_prime_period13__c33_cache_set_conflict_stress,1533_grid_b31_prime_period13__c33_cache_set_conflict_stress.c,prime_period13,cache_set_conflict_stress,large_L3,static/periodic,conflict/associativity,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3271829184442183,PASS,5,0.031270225,0.031253902,0.000166741,1,120350923.0,132456378.2,14808868.8,8090.4,835694.0,102393.6,0,1.0,0.0,1091.8,0.034665,0.90862,1.10058,0.000546,0.127514,0.123047,0.006944,2.96178,1
1534_grid_b31_prime_period13__c34_variable_length_burst_reuse,1534_grid_b31_prime_period13__c34_variable_length_burst_reuse.c,prime_period13,variable_length_burst_reuse,xlarge_DRAM,static/periodic,capacity (uniform random),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5283571038163518,PASS,5,0.044295531,0.044231463,0.001495462,1,272344283.4,219070576.0,42896841.4,11478.2,2559856.0,1918113.0,0,1.0,0.0,8259.4,0.064614,1.24338,0.80438,0.000268,0.749249,0.15751,0.009399,5.36212,1
1535_grid_b31_prime_period13__c35_checkerboard_red_black,1535_grid_b31_prime_period13__c35_checkerboard_red_black.c,prime_period13,checkerboard_red_black,small_L1,static/periodic,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,650845534561816,PASS,5,0.007825307,0.007814901,2.8527e-05,1,36023949.2,33168790.6,3989091.2,7574.2,33048.8,13210.2,0,0.2,0.0,70.8,0.008773,1.08608,0.92074,0.001899,0.399267,0.110735,0.000917,3.98908,1
1536_grid_b31_prime_period13__c36_im2col_overlapping_patch_gather,1536_grid_b31_prime_period13__c36_im2col_overlapping_patch_gather.c,prime_period13,im2col_overlapping_patch_gather,medium_L2,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1973185471445007,PASS,5,0.016081393,0.016066536,3.5438e-05,1,78156652.4,66035157.6,8191965.0,7852.8,50927.2,22853.4,0,0.2,0.0,132.0,0.017364,1.18356,0.84492,0.000959,0.448839,0.104815,0.000652,2.73066,1
1537_grid_b31_prime_period13__c37_double_buffer_epoch_alternation,1537_grid_b31_prime_period13__c37_double_buffer_epoch_alternation.c,prime_period13,double_buffer_epoch_alternation,large_L3,static/periodic,conflict+capacity (thrashing/alternation),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3301518009522612,PASS,5,0.013396527,0.013379872,3.8866e-05,1,144302877.4,61860159.6,14767528.0,7521.4,448156.6,115886.0,0,0.2,0.0,1092.2,0.017178,2.33272,0.42868,0.000509,0.258592,0.102337,0.003106,2.9535,1
1538_grid_b31_prime_period13__c38_cuckoo_double_hash_probe,1538_grid_b31_prime_period13__c38_cuckoo_double_hash_probe.c,prime_period13,cuckoo_double_hash_probe,xlarge_DRAM,static/periodic,capacity+compulsory (indirect gather/scatter),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5288561442561292,PASS,5,0.081207169,0.081357777,0.000837942,1,273399152.6,305356718.6,47057330.0,11036.4,8981244.2,6424282.2,0,0.8,0.0,8259.4,0.102508,0.89534,1.11688,0.000234,0.715282,0.172119,0.03285,5.88216,1
1539_grid_b31_prime_period13__c39_bounded_random_walk,1539_grid_b31_prime_period13__c39_bounded_random_walk.c,prime_period13,bounded_random_walk,small_L1,static/periodic,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,649087997481331,PASS,5,0.004378214,0.004369779,4.5498e-05,1,39271269.0,18818372.2,2879986.0,6783.4,30668.4,12528.0,0,0.2,0.0,70.8,0.004836,2.08686,0.4792,0.002355,0.408407,0.073336,0.000781,2.87998,1
1540_grid_b31_prime_period13__c40_causal_attention_triangular,1540_grid_b31_prime_period13__c40_causal_attention_triangular.c,prime_period13,causal_attention_triangular,medium_L2,static/periodic,mixed/unclassified,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1981717829593772,PASS,5,0.031972635,0.031982115,6.6916e-05,1,103898764.4,130308316.0,8217179.8,7821.2,50607.4,20308.8,0,0.6,0.0,131.4,0.035055,0.79734,1.25418,0.000952,0.400899,0.079088,0.000487,2.73906,1
1541_grid_b31_prime_period13__c41_skip_list_multilevel_hop,1541_grid_b31_prime_period13__c41_skip_list_multilevel_hop.c,prime_period13,skip_list_multilevel_hop,large_L3,static/periodic,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3303972782674662,PASS,5,0.013559123,0.013577579,5.3097e-05,1,181254472.6,62946506.4,23875590.2,8044.2,3388371.6,115582.6,0,0.2,0.0,1091.2,0.017422,2.87954,0.34728,0.000337,0.034111,0.131724,0.018694,4.7751,1
1542_grid_b31_prime_period13__c42_cache_oblivious_funnel_stride,1542_grid_b31_prime_period13__c42_cache_oblivious_funnel_stride.c,prime_period13,cache_oblivious_funnel_stride,xlarge_DRAM,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5276146805511732,PASS,5,0.056397177,0.056427384,0.000157206,1,707807513.0,287267266.8,145432123.8,11220.8,3857069.2,1645234.2,0,0.6,0.0,8259.8,0.076725,2.46394,0.40586,7.7e-05,0.426575,0.205468,0.005449,18.17902,1
1543_grid_b31_prime_period13__c43_whole_buffer_rotation,1543_grid_b31_prime_period13__c43_whole_buffer_rotation.c,prime_period13,whole_buffer_rotation,small_L1,static/periodic,mixed/unclassified,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,657281079655893,PASS,5,0.002736407,0.00273619,1.5353e-05,1,26077779.4,12172258.2,2882539.6,6673.0,30401.4,11646.4,0,0.0,0.0,71.0,0.003745,2.14246,0.46676,0.002315,0.382798,0.110536,0.001166,2.88254,1
1544_grid_b31_prime_period13__c44_naive_gemm_row_col_alternation,1544_grid_b31_prime_period13__c44_naive_gemm_row_col_alternation.c,prime_period13,naive_gemm_row_col_alternation,medium_L2,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1972985624007212,PASS,5,0.023995928,0.024001923,3.8271e-05,1,99067324.0,98098809.4,13011458.2,9632.2,49354.4,21070.6,0,0.8,0.0,131.2,0.025369,1.00986,0.99022,0.00074,0.426621,0.13134,0.000498,4.33714,1
1545_grid_b31_prime_period13__c45_read_hot_write_cold_split,1545_grid_b31_prime_period13__c45_read_hot_write_cold_split.c,prime_period13,read_hot_write_cold_split,large_L3,static/periodic,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3301417955042391,PASS,5,0.026596617,0.02656813,6.3135e-05,1,146908348.4,113883106.4,19993418.8,8104.6,800675.4,116132.6,0,0.2,0.0,1091.2,0.03027,1.28998,0.77522,0.000405,0.145041,0.136095,0.00545,3.99868,1
1546_grid_b31_prime_period13__c46_cantor_gap_sparse,1546_grid_b31_prime_period13__c46_cantor_gap_sparse.c,prime_period13,cantor_gap_sparse,xlarge_DRAM,static/periodic,"compulsory (sparse, low reuse)",native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5284564762442537,PASS,5,0.062081209,0.062072698,5.3997e-05,1,485700891.6,309704848.0,116495650.8,255789.4,1221719.0,732100.2,0,0.6,0.0,8260.2,0.082794,1.56828,0.63766,0.002196,0.599237,0.23985,0.002515,14.56198,1
1547_grid_b31_prime_period13__c47_false_sharing_line_cycle,1547_grid_b31_prime_period13__c47_false_sharing_line_cycle.c,prime_period13,false_sharing_line_cycle,small_L1,static/periodic,conflict/associativity,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,538462,461538,645605842360925,PASS,5,0.002729081,0.002727873,9.327e-06,1,29323657.2,12076532.2,2872850.6,6502.6,28500.6,9794.4,0,0.0,0.0,70.4,0.00371,2.42816,0.41182,0.002263,0.343752,0.097971,0.000972,2.87284,1
1548_grid_b31_prime_period13__c48_exponential_backoff_probe,1548_grid_b31_prime_period13__c48_exponential_backoff_probe.c,prime_period13,exponential_backoff_probe,medium_L2,static/periodic,capacity (uniform random),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1615386,1384614,1978559896292431,PASS,5,0.008068769,0.008091772,3.7961e-05,1,99067674.6,33791045.8,11830660.6,7582.4,40715.4,17166.4,0,0.0,0.0,131.4,0.009454,2.93176,0.3411,0.000641,0.421447,0.11942,0.000411,3.94354,1
1549_grid_b31_prime_period13__c49_binary_heap_parent_child,1549_grid_b31_prime_period13__c49_binary_heap_parent_child.c,prime_period13,binary_heap_parent_child,large_L3,static/periodic,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2692310,2307690,3276990632266120,PASS,5,0.060944889,0.060969554,9.8629e-05,1,188090671.0,249079245.6,35366722.0,4561503.4,863197.6,187489.2,0,0.6,0.0,1091.2,0.066087,0.75514,1.32426,0.128977,0.21673,0.18803,0.004589,7.07332,1
1550_grid_b31_prime_period13__c50_streaming_with_periodic_flush,1550_grid_b31_prime_period13__c50_streaming_with_periodic_flush.c,prime_period13,streaming_with_periodic_flush,xlarge_DRAM,static/periodic,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4307695,3692305,5284293780907420,PASS,5,0.042383136,0.042377084,2.4328e-05,1,281310295.6,233174912.2,42916444.0,11474.0,1220892.6,744135.8,0,0.8,0.0,8259.2,0.062962,1.20642,0.82888,0.000267,0.609497,0.152559,0.00434,5.36456,1
1551_grid_b32_emulated_2bit_saturating_counter__c01_sequential_unit_stride,1551_grid_b32_emulated_2bit_saturating_counter__c01_sequential_unit_stride.c,emulated_2bit_saturating_counter,sequential_unit_stride,xlarge_DRAM,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4100000,3900000,4611601291404048,PASS,5,0.006542975,0.006564434,7.8497e-05,1,252616354.8,93712584.8,55360016.8,8844.8,1195089.2,903951.2,0,0.6,0.0,8259.8,0.025953,2.69566,0.37098,0.00016,0.756387,0.219147,0.004731,6.92002,1
1552_grid_b32_emulated_2bit_saturating_counter__c02_sequential_wraparound_large,1552_grid_b32_emulated_2bit_saturating_counter__c02_sequential_wraparound_large.c,emulated_2bit_saturating_counter,sequential_wraparound_large,small_L1,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,750144,249856,1340181969443200,PASS,5,0.000913456,0.000911953,2.0169e-05,1,26125063.8,4711247.6,5393556.6,6878.2,29374.2,11088.2,0,0.2,0.0,70.8,0.001715,5.54584,0.18034,0.001275,0.376347,0.206452,0.001124,5.39356,1
1553_grid_b32_emulated_2bit_saturating_counter__c03_fixed_stride_small,1553_grid_b32_emulated_2bit_saturating_counter__c03_fixed_stride_small.c,emulated_2bit_saturating_counter,fixed_stride_small,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1500864,1499136,1608786275219913,PASS,5,0.002315735,0.002324818,3.6371e-05,1,58995728.2,10589231.8,11483565.0,7285.2,37363.6,16354.6,0,0.0,0.0,131.6,0.003334,5.57202,0.1795,0.000635,0.436147,0.194651,0.000633,3.82786,1
1554_grid_b32_emulated_2bit_saturating_counter__c04_fixed_stride_large,1554_grid_b32_emulated_2bit_saturating_counter__c04_fixed_stride_large.c,emulated_2bit_saturating_counter,fixed_stride_large,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2493761,2506239,2662107278186728,PASS,5,0.021223724,0.021207357,2.8965e-05,1,110301087.0,92772186.4,20204642.6,8194.2,8858822.4,345927.2,0,0.2,0.0,1092.2,0.024745,1.18896,0.8411,0.000406,0.039052,0.183177,0.080315,4.04094,1
1555_grid_b32_emulated_2bit_saturating_counter__c05_random_small_working_set,1555_grid_b32_emulated_2bit_saturating_counter__c05_random_small_working_set.c,emulated_2bit_saturating_counter,random_small_working_set,xlarge_DRAM,value-dependent,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,5999200,2000800,10644057106831792,PASS,5,0.009808756,0.009800908,3.8907e-05,1,281616821.6,106487215.2,53428685.4,11517.4,685819.6,601041.4,0,0.4,0.0,8259.6,0.02928,2.64462,0.37812,0.000216,0.876386,0.189721,0.002435,6.67858,1
1556_grid_b32_emulated_2bit_saturating_counter__c06_random_full_working_set,1556_grid_b32_emulated_2bit_saturating_counter__c06_random_full_working_set.c,emulated_2bit_saturating_counter,random_full_working_set,small_L1,value-dependent,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,749856,250144,1339275632931056,PASS,5,0.001256334,0.001254705,5.544e-06,1,27200996.8,6129515.0,5389805.6,6728.6,27922.4,9847.8,0,0.0,0.0,71.0,0.00168,4.43794,0.22534,0.001248,0.353227,0.198148,0.001026,5.3898,1
1557_grid_b32_emulated_2bit_saturating_counter__c07_matrix_row_major,1557_grid_b32_emulated_2bit_saturating_counter__c07_matrix_row_major.c,emulated_2bit_saturating_counter,matrix_row_major,medium_L2,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,2253664,746336,4023137252274992,PASS,5,0.016040772,0.016035805,3.1616e-05,1,94404460.8,65836380.6,15524428.2,7456.4,43375.0,17437.0,0,0.2,0.0,131.2,0.017977,1.43392,0.69738,0.00048,0.401385,0.164446,0.000459,5.1748,1
1558_grid_b32_emulated_2bit_saturating_counter__c08_matrix_col_major,1558_grid_b32_emulated_2bit_saturating_counter__c08_matrix_col_major.c,emulated_2bit_saturating_counter,matrix_col_major,large_L3,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2500289,2499711,2684090197380117,PASS,5,0.032844399,0.033062795,0.000660432,1,141693652.6,138836602.0,20243346.0,13171.6,5376820.2,159197.0,0,0.2,0.0,1091.8,0.036913,1.02088,0.97986,0.000651,0.029609,0.142867,0.037947,4.04864,1
1559_grid_b32_emulated_2bit_saturating_counter__c09_matrix_tiled_blocked,1559_grid_b32_emulated_2bit_saturating_counter__c09_matrix_tiled_blocked.c,emulated_2bit_saturating_counter,matrix_tiled_blocked,xlarge_DRAM,value-dependent,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4100000,3900000,4611693721787280,PASS,5,0.034231506,0.034241817,8.4263e-05,1,442182647.2,201180937.6,71822478.4,9773.0,1224521.8,748526.6,0,0.8,0.0,8260.2,0.053934,2.19794,0.45496,0.000136,0.611281,0.162427,0.002769,8.97782,1
1560_grid_b32_emulated_2bit_saturating_counter__c10_pointer_chase_linked_list,1560_grid_b32_emulated_2bit_saturating_counter__c10_pointer_chase_linked_list.c,emulated_2bit_saturating_counter,pointer_chase_linked_list,small_L1,value-dependent,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,499966,500034,535322924608065,PASS,5,0.002067155,0.002031762,9.8947e-05,1,22683889.6,9948119.2,4378906.0,110569.6,31863.6,12760.4,0,0.0,0.0,73.6,0.003136,2.28278,0.43852,0.025247,0.399261,0.193041,0.001405,4.37888,1
1561_grid_b32_emulated_2bit_saturating_counter__c11_sliding_window,1561_grid_b32_emulated_2bit_saturating_counter__c11_sliding_window.c,emulated_2bit_saturating_counter,sliding_window,medium_L2,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1498550,1501450,1599094647758717,PASS,5,0.0081512,0.00815591,2.7328e-05,1,85364871.6,34034738.2,12800952.0,14020.4,39463.0,16591.8,0,0.4,0.0,131.6,0.008274,2.50816,0.3987,0.001095,0.421122,0.149956,0.000462,4.26696,1
1562_grid_b32_emulated_2bit_saturating_counter__c12_prime_stride_anti_alias,1562_grid_b32_emulated_2bit_saturating_counter__c12_prime_stride_anti_alias.c,emulated_2bit_saturating_counter,prime_stride_anti_alias,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,3648576,1351424,6379522278718112,PASS,5,0.007325776,0.007330132,6.0755e-05,1,131205653.4,39314587.4,26818912.4,7395.6,3086704.8,121410.0,0,0.0,0.0,1091.6,0.011192,3.33742,0.29964,0.000276,0.039332,0.204404,0.023526,5.36378,1
1563_grid_b32_emulated_2bit_saturating_counter__c13_two_stream_interleaved,1563_grid_b32_emulated_2bit_saturating_counter__c13_two_stream_interleaved.c,emulated_2bit_saturating_counter,two_stream_interleaved,xlarge_DRAM,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,2100000,5900000,18444918047345050928,PASS,5,0.009189362,0.009180162,5.3886e-05,1,322284977.4,103906865.2,57404634.0,8840.6,1200130.6,750401.4,0,0.4,0.0,8259.6,0.028087,3.10168,0.32238,0.000154,0.625265,0.178118,0.003724,7.17558,1
1564_grid_b32_emulated_2bit_saturating_counter__c14_temporal_burst_reuse,1564_grid_b32_emulated_2bit_saturating_counter__c14_temporal_burst_reuse.c,emulated_2bit_saturating_counter,temporal_burst_reuse,small_L1,value-dependent,mixed/unclassified,native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,750000,250000,1339649331525472,PASS,5,0.002104383,0.002104217,1.0497e-05,1,28335063.0,9530009.6,5394035.0,6698.2,29938.8,10805.6,0,0.0,0.0,70.8,0.003004,2.9733,0.33634,0.001242,0.359395,0.190366,0.001056,5.39404,1
