filename,program,branch_pattern,cache_pattern,size_tier,predictor_stress_type,expected_dominant_miss_type,backend,compiler,arch,SIZE,N,SEED,warmup_iterations,taken,nottaken,sink,validation,reps,roi_elapsed_seconds_mean,roi_elapsed_seconds_median,roi_elapsed_seconds_stddev,perf_available,instructions_total,cycles_total,branches_total,branch_misses_total,cache_references_total,cache_misses_total,task_clock_ms,context_switches,cpu_migrations,page_faults,time_elapsed,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_branch_density,observed_cache_refs_per_instruction,branches_to_N_ratio,plausible
0838_grid_b17_correlated_two_branch_xor__c38_cuckoo_double_hash_probe,0838_grid_b17_correlated_two_branch_xor__c38_cuckoo_double_hash_probe.c,correlated_two_branch_xor,cuckoo_double_hash_probe,medium_L2,history-correlated,capacity+compulsory (indirect gather/scatter),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1500000,1500000,1604966128143041,PASS,5,0.008056875,0.008035833,5.1388e-05,1,91100730.8,33735258.4,13098119.0,7292.4,42744.2,17048.0,0,0.0,0.0,131.8,0.009419,2.70046,0.3703,0.000557,0.397928,0.143776,0.000469,4.36604,1
0839_grid_b17_correlated_two_branch_xor__c39_bounded_random_walk,0839_grid_b17_correlated_two_branch_xor__c39_bounded_random_walk.c,correlated_two_branch_xor,bounded_random_walk,large_L3,history-correlated,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2500000,2500000,2695917759822769,PASS,5,0.021307855,0.021309365,2.8246e-05,1,219409628.6,93085589.4,14986411.8,7665.6,118336.4,83316.8,0,0.6,0.0,1091.6,0.025276,2.35708,0.42426,0.000512,0.704099,0.068303,0.000539,2.9973,1
0840_grid_b17_correlated_two_branch_xor__c40_causal_attention_triangular,0840_grid_b17_correlated_two_branch_xor__c40_causal_attention_triangular.c,correlated_two_branch_xor,causal_attention_triangular,xlarge_DRAM,history-correlated,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4000000,4000000,4295242066044970,PASS,5,0.084859946,0.084860571,4.6101e-05,1,388830900.6,398048656.6,35083055.2,10190.2,858101.0,690734.8,0,1.8,0.0,8259.2,0.10641,0.97684,1.02374,0.00029,0.804962,0.090227,0.002207,4.38538,1
0841_grid_b17_correlated_two_branch_xor__c41_skip_list_multilevel_hop,0841_grid_b17_correlated_two_branch_xor__c41_skip_list_multilevel_hop.c,correlated_two_branch_xor,skip_list_multilevel_hop,small_L1,history-correlated,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,500000,500000,527296912460167,PASS,5,0.002826356,0.002826632,4.028e-06,1,42325449.0,12460029.2,4839201.0,6603.0,28578.4,8161.2,0,0.0,0.0,70.4,0.003764,3.39692,0.29436,0.001365,0.285686,0.114333,0.000675,4.8392,1
0842_grid_b17_correlated_two_branch_xor__c42_cache_oblivious_funnel_stride,0842_grid_b17_correlated_two_branch_xor__c42_cache_oblivious_funnel_stride.c,correlated_two_branch_xor,cache_oblivious_funnel_stride,medium_L2,history-correlated,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1500000,1500000,1604827354614766,PASS,5,0.020149169,0.020141097,7.52e-05,1,260270705.8,82489612.6,51988230.0,7424.6,41642.8,15022.6,0,0.4,0.0,131.6,0.021627,3.1552,0.31692,0.000143,0.35953,0.199747,0.00016,17.32942,1
0843_grid_b17_correlated_two_branch_xor__c43_whole_buffer_rotation,0843_grid_b17_correlated_two_branch_xor__c43_whole_buffer_rotation.c,correlated_two_branch_xor,whole_buffer_rotation,large_L3,history-correlated,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2500000,2500000,2682830930049679,PASS,5,0.013430613,0.013430212,1.9151e-05,1,155745833.8,62060692.6,14973584.4,7958.8,451138.8,129184.8,0,0.6,0.0,1091.8,0.015982,2.50956,0.39846,0.000532,0.286282,0.096141,0.002896,2.99474,1
0844_grid_b17_correlated_two_branch_xor__c44_naive_gemm_row_col_alternation,0844_grid_b17_correlated_two_branch_xor__c44_naive_gemm_row_col_alternation.c,correlated_two_branch_xor,naive_gemm_row_col_alternation,xlarge_DRAM,history-correlated,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4000000,4000000,4299084066590536,PASS,5,0.10330781,0.103588002,0.004817128,1,384869141.8,428676665.6,47400496.4,10748.4,5434585.0,3182011.4,0,0.8,0.0,8259.6,0.125524,0.89834,1.11382,0.000227,0.585419,0.12316,0.014121,5.92506,1
0845_grid_b17_correlated_two_branch_xor__c45_read_hot_write_cold_split,0845_grid_b17_correlated_two_branch_xor__c45_read_hot_write_cold_split.c,correlated_two_branch_xor,read_hot_write_cold_split,small_L1,history-correlated,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,500000,500000,535222055095527,PASS,5,0.00275307,0.002752376,1.8858e-05,1,31881421.4,12211666.2,4023429.2,6844.4,31417.6,14613.4,0,0.2,0.0,70.4,0.003824,2.61078,0.38302,0.001701,0.463877,0.1262,0.000985,4.02342,1
0846_grid_b17_correlated_two_branch_xor__c46_cantor_gap_sparse,0846_grid_b17_correlated_two_branch_xor__c46_cantor_gap_sparse.c,correlated_two_branch_xor,cantor_gap_sparse,medium_L2,history-correlated,"compulsory (sparse, low reuse)",native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1500000,1500000,1603612099563284,PASS,5,0.022966438,0.022962353,9.2423e-05,1,176015007.4,94469918.4,39813395.2,97543.0,49059.6,23049.8,0,0.4,0.0,131.6,0.024863,1.86318,0.5367,0.00245,0.469547,0.226193,0.000279,13.27112,1
0847_grid_b17_correlated_two_branch_xor__c47_false_sharing_line_cycle,0847_grid_b17_correlated_two_branch_xor__c47_false_sharing_line_cycle.c,correlated_two_branch_xor,false_sharing_line_cycle,large_L3,history-correlated,conflict/associativity,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2500000,2500000,2686591123696317,PASS,5,0.013355743,0.013354777,2.8742e-05,1,172302097.6,61730563.2,14967131.6,7360.0,1433213.4,102669.8,0,0.2,0.0,1091.6,0.017025,2.7912,0.35826,0.000492,0.071637,0.086866,0.008318,2.99344,1
0848_grid_b17_correlated_two_branch_xor__c48_exponential_backoff_probe,0848_grid_b17_correlated_two_branch_xor__c48_exponential_backoff_probe.c,correlated_two_branch_xor,exponential_backoff_probe,xlarge_DRAM,history-correlated,capacity (uniform random),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4000000,4000000,4289411844316337,PASS,5,0.06479083,0.064876421,0.000314543,1,379244289.6,283560154.8,44417877.4,9985.0,11477223.6,5372526.0,0,0.8,0.0,8259.4,0.085558,1.33742,0.7477,0.000225,0.4681,0.117122,0.030263,5.55222,1
0849_grid_b17_correlated_two_branch_xor__c49_binary_heap_parent_child,0849_grid_b17_correlated_two_branch_xor__c49_binary_heap_parent_child.c,correlated_two_branch_xor,binary_heap_parent_child,small_L1,history-correlated,capacity (uniform random),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,500000,500000,529616884825209,PASS,5,0.012578213,0.012439923,0.000251823,1,43790153.2,53147675.4,7213445.6,1048981.0,34853.4,10846.6,0,0.2,0.0,70.8,0.013988,0.82418,1.2137,0.145421,0.310617,0.164728,0.000796,7.21342,1
0850_grid_b17_correlated_two_branch_xor__c50_streaming_with_periodic_flush,0850_grid_b17_correlated_two_branch_xor__c50_streaming_with_periodic_flush.c,correlated_two_branch_xor,streaming_with_periodic_flush,medium_L2,history-correlated,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1500000,1500000,1604438057043954,PASS,5,0.016025651,0.016020619,4.414e-05,1,97540757.8,65776049.0,11506096.8,7679.4,42576.6,15072.6,0,0.2,0.0,131.8,0.017935,1.48292,0.67434,0.000667,0.353308,0.117962,0.000436,3.83536,1
0851_grid_b18_indirect_fn_dispatch__c01_sequential_unit_stride,0851_grid_b18_indirect_fn_dispatch__c01_sequential_unit_stride.c,indirect_fn_dispatch,sequential_unit_stride,medium_L2,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1484978,1515022,1566587481035497,PASS,5,0.00735855,0.007356711,7.5357e-05,1,96243511.2,31169884.4,14704878.0,335800.0,37195.0,13731.8,0,0.0,0.0,131.2,0.00873,3.0878,0.32388,0.022836,0.368893,0.152788,0.000387,4.90164,1
0852_grid_b18_indirect_fn_dispatch__c02_sequential_wraparound_large,0852_grid_b18_indirect_fn_dispatch__c02_sequential_wraparound_large.c,indirect_fn_dispatch,sequential_wraparound_large,large_L3,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2448939,2551061,2517947978665685,PASS,5,0.013732891,0.013727495,2.7394e-05,1,169460263.6,63109557.2,25444225.8,656921.0,446670.8,103321.4,0,0.0,0.0,1091.4,0.017366,2.68518,0.37242,0.025818,0.231312,0.150149,0.002636,5.08886,1
0853_grid_b18_indirect_fn_dispatch__c03_fixed_stride_small,0853_grid_b18_indirect_fn_dispatch__c03_fixed_stride_small.c,indirect_fn_dispatch,fixed_stride_small,xlarge_DRAM,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,2048760,5951240,18444759394655602888,PASS,5,0.026217127,0.026212394,4.9123e-05,1,346866211.4,170116814.6,53353630.6,1032482.2,4819043.6,2712886.0,0,0.6,0.0,8259.0,0.046879,2.039,0.49044,0.019352,0.56295,0.153816,0.013893,6.66922,1
0854_grid_b18_indirect_fn_dispatch__c04_fixed_stride_large,0854_grid_b18_indirect_fn_dispatch__c04_fixed_stride_large.c,indirect_fn_dispatch,fixed_stride_large,small_L1,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,260755,739245,18446557862244864846,PASS,5,0.002525364,0.002530574,3.9747e-05,1,36199188.4,11301591.0,5381013.0,84932.0,28729.6,8523.4,0,0.0,0.0,69.8,0.003454,3.20334,0.31218,0.015784,0.296093,0.14865,0.000794,5.381,1
0855_grid_b18_indirect_fn_dispatch__c05_random_small_working_set,0855_grid_b18_indirect_fn_dispatch__c05_random_small_working_set.c,indirect_fn_dispatch,random_small_working_set,medium_L2,control-flow/call-return,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1500665,1499335,1651027156878521,PASS,5,0.007920764,0.007965243,0.000137969,1,112323067.6,33353198.6,14701304.8,299416.4,40616.0,16742.8,0,0.0,0.0,132.2,0.009327,3.36806,0.29692,0.020367,0.412158,0.130884,0.000362,4.90046,1
0856_grid_b18_indirect_fn_dispatch__c06_random_full_working_set,0856_grid_b18_indirect_fn_dispatch__c06_random_full_working_set.c,indirect_fn_dispatch,random_full_working_set,large_L3,control-flow/call-return,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2399015,2600985,2354120693397995,PASS,5,0.020599812,0.020606818,0.000136806,1,191466334.0,91801881.4,25511262.6,657080.8,3857846.0,107867.4,0,1.2,0.0,1092.2,0.022368,2.08572,0.47948,0.025757,0.027958,0.133241,0.020149,5.10226,1
0857_grid_b18_indirect_fn_dispatch__c07_matrix_row_major,0857_grid_b18_indirect_fn_dispatch__c07_matrix_row_major.c,indirect_fn_dispatch,matrix_row_major,xlarge_DRAM,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,3049918,4950082,1230926166495639,PASS,5,0.054806571,0.054803339,6.0193e-05,1,386790690.6,281365778.4,52409546.2,1034566.0,1206536.2,748377.2,0,0.2,0.0,8259.4,0.076111,1.37468,0.72744,0.01974,0.620257,0.135498,0.003119,6.5512,1
0858_grid_b18_indirect_fn_dispatch__c08_matrix_col_major,0858_grid_b18_indirect_fn_dispatch__c08_matrix_col_major.c,indirect_fn_dispatch,matrix_col_major,small_L1,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,500769,499231,538328287014154,PASS,5,0.006436421,0.006455463,4.4463e-05,1,41242075.4,27762819.0,5128339.2,107809.6,32089.4,9835.8,0,0.0,0.0,70.2,0.007797,1.48554,0.67318,0.021022,0.303412,0.124347,0.000778,5.12834,1
0859_grid_b18_indirect_fn_dispatch__c09_matrix_tiled_blocked,0859_grid_b18_indirect_fn_dispatch__c09_matrix_tiled_blocked.c,indirect_fn_dispatch,matrix_tiled_blocked,medium_L2,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1484985,1515015,1566643401417367,PASS,5,0.017694986,0.017659304,9.1446e-05,1,163634838.8,72886723.0,21136425.2,346807.0,45088.4,16584.8,0,0.2,0.0,131.4,0.019781,2.2451,0.44542,0.016408,0.367079,0.129168,0.000275,7.04546,1
0860_grid_b18_indirect_fn_dispatch__c10_pointer_chase_linked_list,0860_grid_b18_indirect_fn_dispatch__c10_pointer_chase_linked_list.c,indirect_fn_dispatch,pointer_chase_linked_list,large_L3,control-flow/call-return,"compulsory+latency-bound (dependent loads, no prefetch)",native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2496262,2503738,2670320545225191,PASS,5,0.103490498,0.103412393,0.000176261,1,157814709.6,431887423.2,28063750.6,2496143.8,10083348.8,269796.2,0,1.4,0.0,2117.4,0.113749,0.36542,2.73668,0.088945,0.026757,0.177827,0.063893,5.61274,1
0861_grid_b18_indirect_fn_dispatch__c11_sliding_window,0861_grid_b18_indirect_fn_dispatch__c11_sliding_window.c,indirect_fn_dispatch,sliding_window,xlarge_DRAM,control-flow/call-return,mixed/unclassified,native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4000115,3999885,4290962819765064,PASS,5,0.03664878,0.036634619,3.3327e-05,1,384671334.6,211158174.6,51403002.0,1434717.4,1209793.4,815869.8,0,0.8,0.0,8259.6,0.057742,1.82172,0.54892,0.027911,0.674391,0.133629,0.003145,6.4254,1
0862_grid_b18_indirect_fn_dispatch__c12_prime_stride_anti_alias,0862_grid_b18_indirect_fn_dispatch__c12_prime_stride_anti_alias.c,indirect_fn_dispatch,prime_stride_anti_alias,small_L1,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,491015,508985,508035853492141,PASS,5,0.002616453,0.002627993,2.5919e-05,1,34581695.4,11752689.4,5124976.0,111577.8,29444.2,13791.8,0,0.4,0.0,70.2,0.002558,2.94262,0.33984,0.021771,0.467477,0.148199,0.000851,5.12498,1
0863_grid_b18_indirect_fn_dispatch__c13_two_stream_interleaved,0863_grid_b18_indirect_fn_dispatch__c13_two_stream_interleaved.c,indirect_fn_dispatch,two_stream_interleaved,medium_L2,control-flow/call-return,mixed/unclassified,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1505300,1494700,1623713619027916,PASS,5,0.009175534,0.009157008,8.1496e-05,1,118628445.8,38165517.0,14678144.2,366564.8,43475.6,20784.0,0,0.8,0.0,131.0,0.007992,3.10846,0.32172,0.024973,0.475931,0.123732,0.000366,4.89272,1
0864_grid_b18_indirect_fn_dispatch__c14_temporal_burst_reuse,0864_grid_b18_indirect_fn_dispatch__c14_temporal_burst_reuse.c,indirect_fn_dispatch,temporal_burst_reuse,large_L3,control-flow/call-return,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2501536,2498464,2687044707206079,PASS,5,0.019066048,0.019080441,0.000114233,1,180823610.4,84462058.6,25385308.6,742092.6,1837722.4,137110.4,0,0.2,0.0,1092.0,0.023113,2.14092,0.4671,0.029233,0.074601,0.140387,0.010163,5.07706,1
0865_grid_b18_indirect_fn_dispatch__c15_reverse_sequential,0865_grid_b18_indirect_fn_dispatch__c15_reverse_sequential.c,indirect_fn_dispatch,reverse_sequential,xlarge_DRAM,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4950992,3049008,7358469088001297,PASS,5,0.021676307,0.021694751,0.000130939,1,333302828.4,152498060.2,50391231.6,1040034.8,1187704.6,734040.0,0,1.0,0.0,8259.6,0.042218,2.18562,0.45754,0.020639,0.618035,0.151188,0.003564,6.29888,1
0866_grid_b18_indirect_fn_dispatch__c16_block_sparse,0866_grid_b18_indirect_fn_dispatch__c16_block_sparse.c,indirect_fn_dispatch,block_sparse,small_L1,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,490037,509963,462499956572700,PASS,5,0.002657775,0.002636178,3.5702e-05,1,42886217.6,11858390.0,6233815.6,74362.6,31287.4,10252.8,0,0.0,0.0,70.4,0.003617,3.61686,0.2765,0.011929,0.326468,0.145357,0.00073,6.23382,1
0867_grid_b18_indirect_fn_dispatch__c17_zipf_like_hot_buckets,0867_grid_b18_indirect_fn_dispatch__c17_zipf_like_hot_buckets.c,indirect_fn_dispatch,zipf_like_hot_buckets,medium_L2,control-flow/call-return,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,738283,2261717,18446037030078138192,PASS,5,0.021097584,0.021093402,1.5627e-05,1,133813116.0,86428386.6,19359679.2,1495805.4,40898.6,14249.0,0,0.2,0.0,131.0,0.023366,1.54828,0.64588,0.077264,0.348416,0.144677,0.000306,6.45326,1
0868_grid_b18_indirect_fn_dispatch__c18_producer_consumer_two_pointer,0868_grid_b18_indirect_fn_dispatch__c18_producer_consumer_two_pointer.c,indirect_fn_dispatch,producer_consumer_two_pointer,large_L3,control-flow/call-return,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2600995,2399005,3007400820210696,PASS,5,0.017907898,0.01788786,5.3309e-05,1,219487098.0,79615628.8,33047751.4,658037.6,1290725.0,101680.8,0,0.0,0.0,1092.2,0.021733,2.75684,0.36276,0.019912,0.078778,0.150568,0.005881,6.60956,1
0869_grid_b18_indirect_fn_dispatch__c19_matrix_diagonal_wavefront,0869_grid_b18_indirect_fn_dispatch__c19_matrix_diagonal_wavefront.c,indirect_fn_dispatch,matrix_diagonal_wavefront,xlarge_DRAM,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,3681036,4318964,3262751363510287,PASS,5,0.093427019,0.093313243,0.000232588,1,525023347.6,432373179.2,80216357.0,1397598.0,1094756.6,942334.4,0,1.6,0.0,8259.4,0.115248,1.21428,0.82352,0.017423,0.860781,0.152786,0.002085,10.02704,1
0870_grid_b18_indirect_fn_dispatch__c20_hot_cold_phase_alternation,0870_grid_b18_indirect_fn_dispatch__c20_hot_cold_phase_alternation.c,indirect_fn_dispatch,hot_cold_phase_alternation,small_L1,control-flow/call-return,temporal reuse (skewed/hot-set),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,556866,443134,721890363103874,PASS,5,0.00373115,0.003705882,6.8383e-05,1,41982504.0,15712694.2,6564699.6,189022.0,30704.4,9546.4,0,0.2,0.0,70.4,0.004658,2.67226,0.37428,0.028793,0.309512,0.156368,0.000731,6.56468,1
0871_grid_b18_indirect_fn_dispatch__c21_pyramid_multiresolution_stride,0871_grid_b18_indirect_fn_dispatch__c21_pyramid_multiresolution_stride.c,indirect_fn_dispatch,pyramid_multiresolution_stride,medium_L2,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1113700,1886300,374313041883679,PASS,5,0.010545053,0.010533822,3.7247e-05,1,113101919.0,44004187.4,15107706.6,605258.8,38623.0,14256.6,0,0.0,0.0,131.4,0.012163,2.57026,0.38906,0.040063,0.368587,0.133576,0.000341,5.03592,1
0872_grid_b18_indirect_fn_dispatch__c22_tensor_3d_slice_poor_locality,0872_grid_b18_indirect_fn_dispatch__c22_tensor_3d_slice_poor_locality.c,indirect_fn_dispatch,tensor_3d_slice_poor_locality,large_L3,control-flow/call-return,mixed/unclassified,native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2481816,2518184,2627666897224196,PASS,5,0.01688363,0.016861041,0.000129474,1,227383417.0,75795117.6,25398184.4,657715.8,5335481.0,103106.2,0,0.2,0.0,1092.0,0.020746,3.00006,0.33334,0.025896,0.019325,0.111698,0.023465,5.07964,1
0873_grid_b18_indirect_fn_dispatch__c23_struct_of_array_field_burst,0873_grid_b18_indirect_fn_dispatch__c23_struct_of_array_field_burst.c,indirect_fn_dispatch,struct_of_array_field_burst,xlarge_DRAM,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,3524557,4475443,2760442096304094,PASS,5,0.036784382,0.036729705,0.000170326,1,377271798.0,211410137.8,51893018.2,1034561.4,4152365.4,2088659.0,0,0.6,0.0,8259.6,0.057813,1.78456,0.56038,0.019936,0.503009,0.137548,0.011006,6.48664,1
0874_grid_b18_indirect_fn_dispatch__c24_banked_interleaved_access,0874_grid_b18_indirect_fn_dispatch__c24_banked_interleaved_access.c,indirect_fn_dispatch,banked_interleaved_access,small_L1,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,498834,501166,534194743469714,PASS,5,0.002981317,0.002983841,9.198e-06,1,41167089.0,13173479.6,5117407.8,108047.6,29411.8,8611.2,0,0.0,0.0,71.0,0.003959,3.12504,0.32,0.021114,0.291994,0.124308,0.000714,5.1174,1
0875_grid_b18_indirect_fn_dispatch__c25_lru_recency_weighted_reuse,0875_grid_b18_indirect_fn_dispatch__c25_lru_recency_weighted_reuse.c,indirect_fn_dispatch,lru_recency_weighted_reuse,medium_L2,control-flow/call-return,temporal reuse (capacity-sensitive),native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1180245,1819755,580852728719224,PASS,5,0.031613741,0.031604908,0.000106224,1,159893013.0,129192745.8,19550033.8,2537043.2,43275.2,15242.8,0,0.0,0.0,131.6,0.03465,1.23764,0.80798,0.129772,0.351394,0.122269,0.000271,6.51668,1
0876_grid_b18_indirect_fn_dispatch__c26_geometric_stride_growth,0876_grid_b18_indirect_fn_dispatch__c26_geometric_stride_growth.c,indirect_fn_dispatch,geometric_stride_growth,large_L3,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2460628,2539372,2562226436317478,PASS,5,0.035930751,0.035949557,6.4764e-05,1,212571215.6,150105257.8,31036709.0,2469859.2,4165455.0,142875.8,0,0.4,0.0,1091.4,0.040398,1.41614,0.70614,0.079578,0.034309,0.146006,0.019596,6.20734,1
0877_grid_b18_indirect_fn_dispatch__c27_reduction_broadcast_pattern,0877_grid_b18_indirect_fn_dispatch__c27_reduction_broadcast_pattern.c,indirect_fn_dispatch,reduction_broadcast_pattern,xlarge_DRAM,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,3049918,4950082,1023641308741559,PASS,5,0.02472756,0.024746688,4.0893e-05,1,353666500.4,164126612.4,66702479.8,1034710.4,1205328.8,728925.2,0,0.2,0.0,8259.8,0.045257,2.15482,0.46406,0.015512,0.604751,0.188603,0.003408,8.33782,1
0878_grid_b18_indirect_fn_dispatch__c28_morton_zorder_traversal,0878_grid_b18_indirect_fn_dispatch__c28_morton_zorder_traversal.c,indirect_fn_dispatch,morton_zorder_traversal,small_L1,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,502540,497460,550293432459297,PASS,5,0.005681104,0.005675197,1.8124e-05,1,81539472.8,24397553.2,7327226.0,114018.4,30669.8,9637.0,0,0.6,0.0,70.6,0.006243,3.34214,0.2992,0.015561,0.312731,0.089861,0.000376,7.3272,1
0879_grid_b18_indirect_fn_dispatch__c29_ping_pong_cache_thrash,0879_grid_b18_indirect_fn_dispatch__c29_ping_pong_cache_thrash.c,indirect_fn_dispatch,ping_pong_cache_thrash,medium_L2,control-flow/call-return,conflict/associativity,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,1483423,1516577,1561431573393802,PASS,5,0.011994276,0.011948094,6.5374e-05,1,121936741.6,49675266.0,14718801.6,375785.0,39868.4,15255.2,0,0.2,0.0,131.8,0.013663,2.4547,0.40736,0.025531,0.381674,0.120708,0.000327,4.90628,1
0880_grid_b18_indirect_fn_dispatch__c30_gather_scatter_indirect_table,0880_grid_b18_indirect_fn_dispatch__c30_gather_scatter_indirect_table.c,indirect_fn_dispatch,gather_scatter_indirect_table,large_L3,control-flow/call-return,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2459994,2540006,2559039235034893,PASS,5,0.013979919,0.013995792,4.7822e-05,1,144049655.2,64493684.2,25418434.2,488394.8,133532.4,89111.0,0,0.2,0.0,1094.4,0.017181,2.23358,0.44774,0.019214,0.667587,0.176456,0.000927,5.08366,1
0881_grid_b18_indirect_fn_dispatch__c31_fibonacci_stride,0881_grid_b18_indirect_fn_dispatch__c31_fibonacci_stride.c,indirect_fn_dispatch,fibonacci_stride,xlarge_DRAM,control-flow/call-return,compulsory+streaming (prefetch-friendly),native_host,15.2.0,x86_64,8388608,8000000,2654435769,200000,4049475,3950525,4453300079275378,PASS,5,0.100427103,0.099914963,0.001468426,1,442598462.4,409276909.4,51454072.0,1719042.0,11160179.4,5420004.8,0,1.0,0.0,8259.8,0.122649,1.0815,0.9247,0.033409,0.485537,0.116255,0.025215,6.43176,1
0882_grid_b18_indirect_fn_dispatch__c32_hilbert_curve_traversal,0882_grid_b18_indirect_fn_dispatch__c32_hilbert_curve_traversal.c,indirect_fn_dispatch,hilbert_curve_traversal,small_L1,control-flow/call-return,mixed spatial (traversal-order dependent),native_host,15.2.0,x86_64,4096,1000000,2654435769,100000,493141,506859,514167729028970,PASS,5,0.023807052,0.023812949,3.2457e-05,1,164893887.2,100140463.4,27720031.0,2113818.0,36057.8,10999.4,0,0.2,0.0,70.6,0.026547,1.64662,0.60732,0.076256,0.303768,0.168108,0.000219,27.72004,0
0883_grid_b18_indirect_fn_dispatch__c33_cache_set_conflict_stress,0883_grid_b18_indirect_fn_dispatch__c33_cache_set_conflict_stress.c,indirect_fn_dispatch,cache_set_conflict_stress,medium_L2,control-flow/call-return,conflict/associativity,native_host,15.2.0,x86_64,65536,3000000,2654435769,200000,691406,2308594,18446388546038746213,PASS,5,0.011084235,0.01072987,0.000722542,1,104438278.2,47692782.0,15563103.4,23312.6,40168.8,15990.8,0,0.6,0.0,131.6,0.01268,2.19584,0.45666,0.001497,0.397849,0.149017,0.000385,5.1877,1
0884_grid_b18_indirect_fn_dispatch__c34_variable_length_burst_reuse,0884_grid_b18_indirect_fn_dispatch__c34_variable_length_burst_reuse.c,indirect_fn_dispatch,variable_length_burst_reuse,large_L3,control-flow/call-return,capacity (uniform random),native_host,15.2.0,x86_64,1048576,5000000,2654435769,200000,2498516,2501484,2681658933074619,PASS,5,0.023502705,0.023497691,3.8445e-05,1,192183034.8,102909946.4,30585121.0,784525.4,974698.6,114263.0,0,0.4,0.0,1091.2,0.027294,1.8675,0.5355,0.02565,0.117229,0.159146,0.005072,6.11702,1
