filename,program,branch_pattern,cache_pattern,size_tier,predictor_stress_type,expected_dominant_miss_type,backend,compiler,arch,SIZE,N,SEED,warmup_iterations,taken,nottaken,sink,validation,reps,roi_elapsed_seconds_mean,roi_elapsed_seconds_median,roi_elapsed_seconds_stddev,perf_available,instructions_total,cycles_total,branches_total,branch_misses_total,cache_references_total,cache_misses_total,task_clock_ms,context_switches,cpu_migrations,page_faults,time_elapsed,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_branch_density,observed_cache_refs_per_instruction,branches_to_N_ratio,plausible,instruction_count_source
129_b13_single_phase_change__c19_matrix_diagonal_wavefront,129_b13_single_phase_change__c19_matrix_diagonal_wavefront.c,single_phase_change,matrix_diagonal_wavefront,large_L3,static/trivial,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2500000,2500000,2683411222455487,PASS,1,0.057359232,0.057359232,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
130_b13_single_phase_change__c20_hot_cold_phase_alternation,130_b13_single_phase_change__c20_hot_cold_phase_alternation.c,single_phase_change,hot_cold_phase_alternation,xlarge_DRAM,static/trivial,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000000,4000000,4274648256974431,PASS,1,0.103892301,0.103892301,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
131_b14_four_way_skewed__c11_sliding_window,131_b14_four_way_skewed__c11_sliding_window.c,four_way_skewed,sliding_window,xlarge_DRAM,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,6400503,1599497,12021527692229206,PASS,1,0.073583757,0.073583757,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
132_b14_four_way_skewed__c12_prime_stride_anti_alias,132_b14_four_way_skewed__c12_prime_stride_anti_alias.c,four_way_skewed,prime_stride_anti_alias,small_L1,value-dependent,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,800091,199909,1495741441296204,PASS,1,0.006608115,0.006608115,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
133_b14_four_way_skewed__c13_two_stream_interleaved,133_b14_four_way_skewed__c13_two_stream_interleaved.c,four_way_skewed,two_stream_interleaved,medium_L2,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,2400278,599722,4494308042519854,PASS,1,0.02108529,0.02108529,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
134_b14_four_way_skewed__c14_temporal_burst_reuse,134_b14_four_way_skewed__c14_temporal_burst_reuse.c,four_way_skewed,temporal_burst_reuse,large_L3,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,4000439,999561,7510241569340846,PASS,1,0.03237055,0.03237055,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
135_b14_four_way_skewed__c15_reverse_sequential,135_b14_four_way_skewed__c15_reverse_sequential.c,four_way_skewed,reverse_sequential,xlarge_DRAM,value-dependent,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,6400537,1599463,12025419336111669,PASS,1,0.054612688,0.054612688,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
136_b14_four_way_skewed__c16_block_sparse,136_b14_four_way_skewed__c16_block_sparse.c,four_way_skewed,block_sparse,small_L1,value-dependent,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,800028,199972,1569138994300962,PASS,1,0.005294493,0.005294493,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
137_b14_four_way_skewed__c17_zipf_like_hot_buckets,137_b14_four_way_skewed__c17_zipf_like_hot_buckets.c,four_way_skewed,zipf_like_hot_buckets,medium_L2,value-dependent,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,2400116,599884,4347048876363726,PASS,1,0.035329981,0.035329981,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
138_b14_four_way_skewed__c18_producer_consumer_two_pointer,138_b14_four_way_skewed__c18_producer_consumer_two_pointer.c,four_way_skewed,producer_consumer_two_pointer,large_L3,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,4000806,999194,7517886502180301,PASS,1,0.038897669,0.038897669,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
139_b14_four_way_skewed__c19_matrix_diagonal_wavefront,139_b14_four_way_skewed__c19_matrix_diagonal_wavefront.c,four_way_skewed,matrix_diagonal_wavefront,xlarge_DRAM,value-dependent,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,6400126,1599874,12028996664186616,PASS,1,0.167583909,0.167583909,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
140_b14_four_way_skewed__c20_hot_cold_phase_alternation,140_b14_four_way_skewed__c20_hot_cold_phase_alternation.c,four_way_skewed,hot_cold_phase_alternation,small_L1,value-dependent,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,799978,200022,1493083465347504,PASS,1,0.008231063,0.008231063,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
141_b15_manual_unroll4_sparse__c11_sliding_window,141_b15_manual_unroll4_sparse__c11_sliding_window.c,manual_unroll4_sparse,sliding_window,small_L1,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,500000,500000,534157711682990,PASS,1,0.003395242,0.003395242,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
142_b15_manual_unroll4_sparse__c12_prime_stride_anti_alias,142_b15_manual_unroll4_sparse__c12_prime_stride_anti_alias.c,manual_unroll4_sparse,prime_stride_anti_alias,medium_L2,mixed/other,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1500000,1500000,1588340766847600,PASS,1,0.009620035,0.009620035,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
143_b15_manual_unroll4_sparse__c13_two_stream_interleaved,143_b15_manual_unroll4_sparse__c13_two_stream_interleaved.c,manual_unroll4_sparse,two_stream_interleaved,large_L3,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2500000,2500000,2683753320977232,PASS,1,0.015032462,0.015032462,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
144_b15_manual_unroll4_sparse__c14_temporal_burst_reuse,144_b15_manual_unroll4_sparse__c14_temporal_burst_reuse.c,manual_unroll4_sparse,temporal_burst_reuse,xlarge_DRAM,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000000,4000000,4293811348623168,PASS,1,0.025184864,0.025184864,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
145_b15_manual_unroll4_sparse__c15_reverse_sequential,145_b15_manual_unroll4_sparse__c15_reverse_sequential.c,manual_unroll4_sparse,reverse_sequential,small_L1,mixed/other,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,500000,500000,533936278102880,PASS,1,0.002857188,0.002857188,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
146_b15_manual_unroll4_sparse__c16_block_sparse,146_b15_manual_unroll4_sparse__c16_block_sparse.c,manual_unroll4_sparse,block_sparse,medium_L2,mixed/other,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1500000,1500000,1333575173328016,PASS,1,0.01138183,0.01138183,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
147_b15_manual_unroll4_sparse__c17_zipf_like_hot_buckets,147_b15_manual_unroll4_sparse__c17_zipf_like_hot_buckets.c,manual_unroll4_sparse,zipf_like_hot_buckets,large_L3,mixed/other,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2500000,2500000,2870003938942161,PASS,1,0.037456292,0.037456292,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
148_b15_manual_unroll4_sparse__c18_producer_consumer_two_pointer,148_b15_manual_unroll4_sparse__c18_producer_consumer_two_pointer.c,manual_unroll4_sparse,producer_consumer_two_pointer,xlarge_DRAM,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000000,4000000,4292821417385216,PASS,1,0.033142174,0.033142174,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
149_b15_manual_unroll4_sparse__c19_matrix_diagonal_wavefront,149_b15_manual_unroll4_sparse__c19_matrix_diagonal_wavefront.c,manual_unroll4_sparse,matrix_diagonal_wavefront,small_L1,mixed/other,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,500000,500000,539040210035405,PASS,1,0.011438034,0.011438034,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
150_b15_manual_unroll4_sparse__c20_hot_cold_phase_alternation,150_b15_manual_unroll4_sparse__c20_hot_cold_phase_alternation.c,manual_unroll4_sparse,hot_cold_phase_alternation,medium_L2,mixed/other,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1500000,1500000,1590633320551276,PASS,1,0.011270072,0.011270072,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
151_b16_sentinel_search_loop__c11_sliding_window,151_b16_sentinel_search_loop__c11_sliding_window.c,sentinel_search_loop,sliding_window,medium_L2,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,2969132,30868,6319803591249991,PASS,1,0.016798355,0.016798355,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
152_b16_sentinel_search_loop__c12_prime_stride_anti_alias,152_b16_sentinel_search_loop__c12_prime_stride_anti_alias.c,sentinel_search_loop,prime_stride_anti_alias,large_L3,value-dependent,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,4948417,51583,10568049383249013,PASS,1,0.017870118,0.017870118,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
153_b16_sentinel_search_loop__c13_two_stream_interleaved,153_b16_sentinel_search_loop__c13_two_stream_interleaved.c,sentinel_search_loop,two_stream_interleaved,xlarge_DRAM,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,7917372,82628,16907950179728073,PASS,1,0.029327424,0.029327424,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
154_b16_sentinel_search_loop__c14_temporal_burst_reuse,154_b16_sentinel_search_loop__c14_temporal_burst_reuse.c,sentinel_search_loop,temporal_burst_reuse,small_L1,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,989633,10367,2103048381332532,PASS,1,0.003445335,0.003445335,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
155_b16_sentinel_search_loop__c15_reverse_sequential,155_b16_sentinel_search_loop__c15_reverse_sequential.c,sentinel_search_loop,reverse_sequential,medium_L2,value-dependent,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,2969138,30862,6320082260003093,PASS,1,0.010535645,0.010535645,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
156_b16_sentinel_search_loop__c16_block_sparse,156_b16_sentinel_search_loop__c16_block_sparse.c,sentinel_search_loop,block_sparse,large_L3,value-dependent,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,4948602,51398,11035791196809053,PASS,1,0.020156888,0.020156888,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
157_b16_sentinel_search_loop__c17_zipf_like_hot_buckets,157_b16_sentinel_search_loop__c17_zipf_like_hot_buckets.c,sentinel_search_loop,zipf_like_hot_buckets,xlarge_DRAM,value-dependent,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,7917733,82267,16315320118539001,PASS,1,0.148195297,0.148195297,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
158_b16_sentinel_search_loop__c18_producer_consumer_two_pointer,158_b16_sentinel_search_loop__c18_producer_consumer_two_pointer.c,sentinel_search_loop,producer_consumer_two_pointer,small_L1,value-dependent,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,989640,10360,2103193637467743,PASS,1,0.004512397,0.004512397,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
159_b16_sentinel_search_loop__c19_matrix_diagonal_wavefront,159_b16_sentinel_search_loop__c19_matrix_diagonal_wavefront.c,sentinel_search_loop,matrix_diagonal_wavefront,medium_L2,value-dependent,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,2969107,30893,6329246221772859,PASS,1,0.041309163,0.041309163,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
160_b16_sentinel_search_loop__c20_hot_cold_phase_alternation,160_b16_sentinel_search_loop__c20_hot_cold_phase_alternation.c,sentinel_search_loop,hot_cold_phase_alternation,large_L3,value-dependent,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,4948472,51528,10525855949812880,PASS,1,0.033776788,0.033776788,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
161_b17_correlated_two_branch_xor__c11_sliding_window,161_b17_correlated_two_branch_xor__c11_sliding_window.c,correlated_two_branch_xor,sliding_window,large_L3,history-correlated,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2500000,2500000,2680128415844813,PASS,1,0.027179245,0.027179245,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
162_b17_correlated_two_branch_xor__c12_prime_stride_anti_alias,162_b17_correlated_two_branch_xor__c12_prime_stride_anti_alias.c,correlated_two_branch_xor,prime_stride_anti_alias,xlarge_DRAM,history-correlated,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000000,4000000,4291781799992768,PASS,1,0.062604789,0.062604789,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
163_b17_correlated_two_branch_xor__c13_two_stream_interleaved,163_b17_correlated_two_branch_xor__c13_two_stream_interleaved.c,correlated_two_branch_xor,two_stream_interleaved,small_L1,history-correlated,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,500000,500000,539769537491974,PASS,1,0.003646438,0.003646438,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
164_b17_correlated_two_branch_xor__c14_temporal_burst_reuse,164_b17_correlated_two_branch_xor__c14_temporal_burst_reuse.c,correlated_two_branch_xor,temporal_burst_reuse,medium_L2,history-correlated,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1500000,1500000,1604540457864616,PASS,1,0.010077598,0.010077598,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
165_b17_correlated_two_branch_xor__c15_reverse_sequential,165_b17_correlated_two_branch_xor__c15_reverse_sequential.c,correlated_two_branch_xor,reverse_sequential,large_L3,history-correlated,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2500000,2500000,2682740127045416,PASS,1,0.016775279,0.016775279,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
166_b17_correlated_two_branch_xor__c16_block_sparse,166_b17_correlated_two_branch_xor__c16_block_sparse.c,correlated_two_branch_xor,block_sparse,xlarge_DRAM,history-correlated,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000000,4000000,4477795677718336,PASS,1,0.033493483,0.033493483,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
167_b17_correlated_two_branch_xor__c17_zipf_like_hot_buckets,167_b17_correlated_two_branch_xor__c17_zipf_like_hot_buckets.c,correlated_two_branch_xor,zipf_like_hot_buckets,small_L1,history-correlated,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,500000,500000,535575322912232,PASS,1,0.008303678,0.008303678,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
168_b17_correlated_two_branch_xor__c18_producer_consumer_two_pointer,168_b17_correlated_two_branch_xor__c18_producer_consumer_two_pointer.c,correlated_two_branch_xor,producer_consumer_two_pointer,medium_L2,history-correlated,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1500000,1500000,1603973652815152,PASS,1,0.012983822,0.012983822,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
169_b17_correlated_two_branch_xor__c19_matrix_diagonal_wavefront,169_b17_correlated_two_branch_xor__c19_matrix_diagonal_wavefront.c,correlated_two_branch_xor,matrix_diagonal_wavefront,large_L3,history-correlated,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2500000,2500000,2682215015382072,PASS,1,0.069712259,0.069712259,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
170_b17_correlated_two_branch_xor__c20_hot_cold_phase_alternation,170_b17_correlated_two_branch_xor__c20_hot_cold_phase_alternation.c,correlated_two_branch_xor,hot_cold_phase_alternation,xlarge_DRAM,history-correlated,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000000,4000000,4272364694430935,PASS,1,0.140626647,0.140626647,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
171_b18_indirect_fn_dispatch__c11_sliding_window,171_b18_indirect_fn_dispatch__c11_sliding_window.c,indirect_fn_dispatch,sliding_window,xlarge_DRAM,control-flow/call-return,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4000115,3999885,4290962819765064,PASS,1,0.205871456,0.205871456,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
172_b18_indirect_fn_dispatch__c12_prime_stride_anti_alias,172_b18_indirect_fn_dispatch__c12_prime_stride_anti_alias.c,indirect_fn_dispatch,prime_stride_anti_alias,small_L1,control-flow/call-return,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,491015,508985,508035853492141,PASS,1,0.02528325,0.02528325,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
173_b18_indirect_fn_dispatch__c13_two_stream_interleaved,173_b18_indirect_fn_dispatch__c13_two_stream_interleaved.c,indirect_fn_dispatch,two_stream_interleaved,medium_L2,control-flow/call-return,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1505300,1494700,1623713619027916,PASS,1,0.076103811,0.076103811,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
174_b18_indirect_fn_dispatch__c14_temporal_burst_reuse,174_b18_indirect_fn_dispatch__c14_temporal_burst_reuse.c,indirect_fn_dispatch,temporal_burst_reuse,large_L3,control-flow/call-return,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2501536,2498464,2687044707206079,PASS,1,0.128435913,0.128435913,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
175_b18_indirect_fn_dispatch__c15_reverse_sequential,175_b18_indirect_fn_dispatch__c15_reverse_sequential.c,indirect_fn_dispatch,reverse_sequential,xlarge_DRAM,control-flow/call-return,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4950992,3049008,7358469088001297,PASS,1,0.203158978,0.203158978,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
176_b18_indirect_fn_dispatch__c16_block_sparse,176_b18_indirect_fn_dispatch__c16_block_sparse.c,indirect_fn_dispatch,block_sparse,small_L1,control-flow/call-return,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,490037,509963,462499956572700,PASS,1,0.025946963,0.025946963,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
177_b18_indirect_fn_dispatch__c17_zipf_like_hot_buckets,177_b18_indirect_fn_dispatch__c17_zipf_like_hot_buckets.c,indirect_fn_dispatch,zipf_like_hot_buckets,medium_L2,control-flow/call-return,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,738283,2261717,18446037030078138192,PASS,1,0.085163263,0.085163263,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
178_b18_indirect_fn_dispatch__c18_producer_consumer_two_pointer,178_b18_indirect_fn_dispatch__c18_producer_consumer_two_pointer.c,indirect_fn_dispatch,producer_consumer_two_pointer,large_L3,control-flow/call-return,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2600995,2399005,3007400820210696,PASS,1,0.135763017,0.135763017,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
179_b18_indirect_fn_dispatch__c19_matrix_diagonal_wavefront,179_b18_indirect_fn_dispatch__c19_matrix_diagonal_wavefront.c,indirect_fn_dispatch,matrix_diagonal_wavefront,xlarge_DRAM,control-flow/call-return,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,3681036,4318964,3262751363510287,PASS,1,0.273692489,0.273692489,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
180_b18_indirect_fn_dispatch__c20_hot_cold_phase_alternation,180_b18_indirect_fn_dispatch__c20_hot_cold_phase_alternation.c,indirect_fn_dispatch,hot_cold_phase_alternation,small_L1,control-flow/call-return,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,556866,443134,721890363103874,PASS,1,0.026097997,0.026097997,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
181_b19_data_dependent_break_trip__c11_sliding_window,181_b19_data_dependent_break_trip__c11_sliding_window.c,data_dependent_break_trip,sliding_window,small_L1,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,593626,406374,834334171120124,PASS,1,0.010360552,0.010360552,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
182_b19_data_dependent_break_trip__c12_prime_stride_anti_alias,182_b19_data_dependent_break_trip__c12_prime_stride_anti_alias.c,data_dependent_break_trip,prime_stride_anti_alias,medium_L2,mixed/other,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1781955,1218045,2506819393616414,PASS,1,0.02162583,0.02162583,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
183_b19_data_dependent_break_trip__c13_two_stream_interleaved,183_b19_data_dependent_break_trip__c13_two_stream_interleaved.c,data_dependent_break_trip,two_stream_interleaved,large_L3,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2976653,2023347,4217371505809047,PASS,1,0.036456661,0.036456661,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
184_b19_data_dependent_break_trip__c14_temporal_burst_reuse,184_b19_data_dependent_break_trip__c14_temporal_burst_reuse.c,data_dependent_break_trip,temporal_burst_reuse,xlarge_DRAM,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,4833445,3166555,6977343243580850,PASS,1,0.044898635,0.044898635,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
185_b19_data_dependent_break_trip__c15_reverse_sequential,185_b19_data_dependent_break_trip__c15_reverse_sequential.c,data_dependent_break_trip,reverse_sequential,small_L1,mixed/other,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,593779,406221,836525838737256,PASS,1,0.007089212,0.007089212,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
186_b19_data_dependent_break_trip__c16_block_sparse,186_b19_data_dependent_break_trip__c16_block_sparse.c,data_dependent_break_trip,block_sparse,medium_L2,mixed/other,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1781373,1218627,2665913759102392,PASS,1,0.016398659,0.016398659,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
187_b19_data_dependent_break_trip__c17_zipf_like_hot_buckets,187_b19_data_dependent_break_trip__c17_zipf_like_hot_buckets.c,data_dependent_break_trip,zipf_like_hot_buckets,large_L3,mixed/other,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2964150,2035850,4009059505080859,PASS,1,0.072986238,0.072986238,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
188_b19_data_dependent_break_trip__c18_producer_consumer_two_pointer,188_b19_data_dependent_break_trip__c18_producer_consumer_two_pointer.c,data_dependent_break_trip,producer_consumer_two_pointer,xlarge_DRAM,mixed/other,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,8388608,8000000,2654435769,200000,5500372,2499628,9125154407041559,PASS,1,0.057659087,0.057659087,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
189_b19_data_dependent_break_trip__c19_matrix_diagonal_wavefront,189_b19_data_dependent_break_trip__c19_matrix_diagonal_wavefront.c,data_dependent_break_trip,matrix_diagonal_wavefront,small_L1,mixed/other,mixed spatial (traversal-order dependent),qemu_user_mode,15.2.0,riscv64,4096,1000000,2654435769,100000,592892,407108,832296620825882,PASS,1,0.019741625,0.019741625,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
190_b19_data_dependent_break_trip__c20_hot_cold_phase_alternation,190_b19_data_dependent_break_trip__c20_hot_cold_phase_alternation.c,data_dependent_break_trip,hot_cold_phase_alternation,medium_L2,mixed/other,temporal reuse (skewed/hot-set),qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1775658,1224342,2482864592172027,PASS,1,0.025244899,0.025244899,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
191_b20_random_threshold_walk__c11_sliding_window,191_b20_random_threshold_walk__c11_sliding_window.c,random_threshold_walk,sliding_window,medium_L2,stochastic,mixed/unclassified,qemu_user_mode,15.2.0,riscv64,65536,3000000,2654435769,200000,1687506,1312494,2210735163264548,PASS,1,0.020036947,0.020036947,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
192_b20_random_threshold_walk__c12_prime_stride_anti_alias,192_b20_random_threshold_walk__c12_prime_stride_anti_alias.c,random_threshold_walk,prime_stride_anti_alias,large_L3,stochastic,compulsory+streaming (prefetch-friendly),qemu_user_mode,15.2.0,riscv64,1048576,5000000,2654435769,200000,2812496,2187504,3694988368424299,PASS,1,0.030416226,0.030416226,0.0,0,,,,,,,,,,,,,,,,,,,0,qemu_guest_none
