run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics
001_b01_always_taken__c01_sequential_unit_stride,001_b01_always_taken__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,366496.0,463379.0,0.0,0.0,120793.0,1358.0,463305.0,454.0,1813.0,1763.0,0.000232,0.7909,1.2643,0.0,0.011242,0.00098,branches_total;branch_misses_total
002_b01_always_taken__c02_sequential_wraparound_large,002_b01_always_taken__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,366750.0,463665.0,0.0,0.0,120892.0,1350.0,463591.0,454.0,1805.0,1754.0,0.000232,0.791,1.2643,0.0,0.011167,0.000979,branches_total;branch_misses_total
003_b01_always_taken__c03_fixed_stride_small,003_b01_always_taken__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,370292.0,467147.0,0.0,0.0,120728.0,1358.0,467073.0,475.0,1834.0,1783.0,0.000234,0.7927,1.2616,0.0,0.011248,0.001017,branches_total;branch_misses_total
004_b01_always_taken__c04_fixed_stride_large,004_b01_always_taken__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,370293.0,433149.0,0.0,0.0,120728.0,1358.0,433075.0,468.0,1827.0,1777.0,0.000217,0.8549,1.1697,0.0,0.011248,0.001081,branches_total;branch_misses_total
005_b01_always_taken__c05_random_small_working_set,005_b01_always_taken__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,414586.0,541196.0,0.0,0.0,120822.0,1357.0,541122.0,464.0,1822.0,1771.0,0.000271,0.7661,1.3054,0.0,0.011231,0.000857,branches_total;branch_misses_total
006_b01_always_taken__c06_random_full_working_set,006_b01_always_taken__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,414524.0,541126.0,0.0,0.0,120819.0,1353.0,541052.0,464.0,1818.0,1767.0,0.000271,0.766,1.3054,0.0,0.011199,0.000858,branches_total;branch_misses_total
007_b01_always_taken__c07_matrix_row_major,007_b01_always_taken__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,458503.0,615411.0,0.0,0.0,120681.0,1359.0,615337.0,476.0,1836.0,1785.0,0.000308,0.745,1.3422,0.0,0.011261,0.000774,branches_total;branch_misses_total
008_b01_always_taken__c08_matrix_col_major,008_b01_always_taken__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,458503.0,561406.0,0.0,0.0,120681.0,1359.0,561332.0,476.0,1836.0,1785.0,0.000281,0.8167,1.2244,0.0,0.011261,0.000848,branches_total;branch_misses_total
009_b01_always_taken__c09_matrix_tiled_blocked,009_b01_always_taken__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,702738.0,843680.0,0.0,0.0,120744.0,1348.0,843606.0,458.0,1807.0,1759.0,0.000422,0.8329,1.2006,0.0,0.011164,0.000543,branches_total;branch_misses_total
010_b01_always_taken__c10_pointer_chase_linked_list,010_b01_always_taken__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,454397.0,557582.0,0.0,0.0,163402.0,2094.0,557508.0,463.0,2558.0,2026.0,0.000279,0.8149,1.2271,0.0,0.012815,0.00083,branches_total;branch_misses_total
011_b02_always_not_taken__c01_sequential_unit_stride,011_b02_always_not_taken__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,388767.0,483687.0,0.0,0.0,120871.0,1358.0,483613.0,454.0,1813.0,1763.0,0.000242,0.8038,1.2442,0.0,0.011235,0.000939,branches_total;branch_misses_total
012_b02_always_not_taken__c02_sequential_wraparound_large,012_b02_always_not_taken__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,389052.0,484025.0,0.0,0.0,120961.0,1349.0,483949.0,456.0,1806.0,1757.0,0.000242,0.8038,1.2441,0.0,0.011152,0.000942,branches_total;branch_misses_total
013_b02_always_not_taken__c03_fixed_stride_small,013_b02_always_not_taken__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,392588.0,487494.0,0.0,0.0,120823.0,1352.0,487420.0,478.0,1831.0,1779.0,0.000244,0.8053,1.2417,0.0,0.01119,0.000981,branches_total;branch_misses_total
014_b02_always_not_taken__c04_fixed_stride_large,014_b02_always_not_taken__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,392576.0,453470.0,0.0,0.0,120820.0,1352.0,453396.0,468.0,1821.0,1770.0,0.000227,0.8657,1.1551,0.0,0.01119,0.001032,branches_total;branch_misses_total
015_b02_always_not_taken__c05_random_small_working_set,015_b02_always_not_taken__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,436877.0,563531.0,0.0,0.0,120901.0,1357.0,563457.0,464.0,1822.0,1772.0,0.000282,0.7752,1.2899,0.0,0.011224,0.000823,branches_total;branch_misses_total
016_b02_always_not_taken__c06_random_full_working_set,016_b02_always_not_taken__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,436802.0,563443.0,0.0,0.0,120880.0,1358.0,563369.0,464.0,1823.0,1772.0,0.000282,0.7752,1.2899,0.0,0.011234,0.000824,branches_total;branch_misses_total
017_b02_always_not_taken__c07_matrix_row_major,017_b02_always_not_taken__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,480787.0,617734.0,0.0,0.0,120774.0,1356.0,617660.0,476.0,1833.0,1783.0,0.000309,0.7783,1.2848,0.0,0.011228,0.000771,branches_total;branch_misses_total
018_b02_always_not_taken__c08_matrix_col_major,018_b02_always_not_taken__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,480787.0,581729.0,0.0,0.0,120774.0,1356.0,581655.0,476.0,1833.0,1783.0,0.000291,0.8265,1.21,0.0,0.011228,0.000818,branches_total;branch_misses_total
019_b02_always_not_taken__c09_matrix_tiled_blocked,019_b02_always_not_taken__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,725010.0,865989.0,0.0,0.0,120822.0,1348.0,865915.0,458.0,1807.0,1759.0,0.000433,0.8372,1.1945,0.0,0.011157,0.000529,branches_total;branch_misses_total
020_b02_always_not_taken__c10_pointer_chase_linked_list,020_b02_always_not_taken__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,476688.0,557917.0,0.0,0.0,163477.0,2103.0,557843.0,463.0,2567.0,2035.0,0.000279,0.8544,1.1704,0.0,0.012864,0.00083,branches_total;branch_misses_total
021_b03_alternating__c01_sequential_unit_stride,021_b03_alternating__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,474519.0,530218.0,0.0,0.0,120777.0,1367.0,530144.0,470.0,1838.0,1790.0,0.000265,0.895,1.1174,0.0,0.011318,0.000887,branches_total;branch_misses_total
022_b03_alternating__c02_sequential_wraparound_large,022_b03_alternating__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,474766.0,530496.0,0.0,0.0,120858.0,1352.0,530422.0,470.0,1823.0,1777.0,0.000265,0.8949,1.1174,0.0,0.011187,0.000886,branches_total;branch_misses_total
023_b03_alternating__c03_fixed_stride_small,023_b03_alternating__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,500320.0,686003.0,0.0,0.0,120709.0,1352.0,685929.0,462.0,1815.0,1768.0,0.000343,0.7293,1.3711,0.0,0.0112,0.000674,branches_total;branch_misses_total
024_b03_alternating__c04_fixed_stride_large,024_b03_alternating__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,500308.0,674991.0,0.0,0.0,120707.0,1352.0,674917.0,455.0,1808.0,1761.0,0.000337,0.7412,1.3492,0.0,0.011201,0.000674,branches_total;branch_misses_total
025_b03_alternating__c05_random_small_working_set,025_b03_alternating__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,489615.0,664321.0,0.0,0.0,120801.0,1364.0,664247.0,466.0,1831.0,1784.0,0.000332,0.737,1.3568,0.0,0.011291,0.000702,branches_total;branch_misses_total
026_b03_alternating__c06_random_full_working_set,026_b03_alternating__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,489553.0,664251.0,0.0,0.0,120798.0,1358.0,664177.0,466.0,1825.0,1778.0,0.000332,0.737,1.3569,0.0,0.011242,0.000702,branches_total;branch_misses_total
027_b03_alternating__c07_matrix_row_major,027_b03_alternating__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,544534.0,622258.0,0.0,0.0,120679.0,1365.0,622184.0,462.0,1828.0,1780.0,0.000311,0.8751,1.1427,0.0,0.011311,0.000743,branches_total;branch_misses_total
028_b03_alternating__c08_matrix_col_major,028_b03_alternating__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,544534.0,622258.0,0.0,0.0,120679.0,1365.0,622184.0,462.0,1828.0,1780.0,0.000311,0.8751,1.1427,0.0,0.011311,0.000743,branches_total;branch_misses_total
029_b03_alternating__c09_matrix_tiled_blocked,029_b03_alternating__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,786764.0,1104533.0,0.0,0.0,120751.0,1367.0,1104459.0,474.0,1842.0,1794.0,0.000552,0.7123,1.4039,0.0,0.011321,0.000429,branches_total;branch_misses_total
030_b03_alternating__c10_pointer_chase_linked_list,030_b03_alternating__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,518406.0,694478.0,0.0,0.0,163377.0,2115.0,694404.0,476.0,2592.0,2041.0,0.000347,0.7465,1.3396,0.0,0.012946,0.000685,branches_total;branch_misses_total
031_b04_periodic3__c01_sequential_unit_stride,031_b04_periodic3__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,447077.0,585771.0,0.0,0.0,120757.0,1361.0,585697.0,474.0,1836.0,1786.0,0.000293,0.7632,1.3102,0.0,0.011271,0.000809,branches_total;branch_misses_total
032_b04_periodic3__c02_sequential_wraparound_large,032_b04_periodic3__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,447330.0,586056.0,0.0,0.0,120828.0,1367.0,585982.0,474.0,1842.0,1792.0,0.000293,0.7633,1.3101,0.0,0.011314,0.000809,branches_total;branch_misses_total
033_b04_periodic3__c03_fixed_stride_small,033_b04_periodic3__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,470882.0,628217.0,0.0,0.0,120676.0,1365.0,628143.0,464.0,1830.0,1782.0,0.000314,0.7496,1.3341,0.0,0.011311,0.000739,branches_total;branch_misses_total
034_b04_periodic3__c04_fixed_stride_large,034_b04_periodic3__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,470882.0,638217.0,0.0,0.0,120675.0,1352.0,638143.0,462.0,1815.0,1768.0,0.000319,0.7378,1.3554,0.0,0.011204,0.000724,branches_total;branch_misses_total
035_b04_periodic3__c05_random_small_working_set,035_b04_periodic3__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,493180.0,670548.0,0.0,0.0,120773.0,1363.0,670474.0,473.0,1837.0,1790.0,0.000335,0.7355,1.3596,0.0,0.011286,0.000705,branches_total;branch_misses_total
036_b04_periodic3__c06_random_full_working_set,036_b04_periodic3__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,493118.0,670478.0,0.0,0.0,120768.0,1357.0,670404.0,473.0,1831.0,1784.0,0.000335,0.7355,1.3597,0.0,0.011236,0.000706,branches_total;branch_misses_total
037_b04_periodic3__c07_matrix_row_major,037_b04_periodic3__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,537094.0,601805.0,0.0,0.0,120644.0,1366.0,601731.0,456.0,1823.0,1775.0,0.000301,0.8925,1.1205,0.0,0.011323,0.000758,branches_total;branch_misses_total
038_b04_periodic3__c08_matrix_col_major,038_b04_periodic3__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,537094.0,601805.0,0.0,0.0,120644.0,1366.0,601731.0,456.0,1823.0,1775.0,0.000301,0.8925,1.1205,0.0,0.011323,0.000758,branches_total;branch_misses_total
039_b04_periodic3__c09_matrix_tiled_blocked,039_b04_periodic3__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,779319.0,916724.0,0.0,0.0,120715.0,1365.0,916650.0,468.0,1834.0,1786.0,0.000458,0.8501,1.1763,0.0,0.011308,0.000511,branches_total;branch_misses_total
040_b04_periodic3__c10_pointer_chase_linked_list,040_b04_periodic3__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,591640.0,710131.0,0.0,0.0,163345.0,2144.0,710057.0,480.0,2625.0,2044.0,0.000355,0.8331,1.2003,0.0,0.013126,0.000676,branches_total;branch_misses_total
041_b05_periodic8_biased__c01_sequential_unit_stride,041_b05_periodic8_biased__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,449258.0,515246.0,0.0,0.0,120854.0,1352.0,515172.0,470.0,1823.0,1777.0,0.000258,0.8719,1.1469,0.0,0.011187,0.000912,branches_total;branch_misses_total
042_b05_periodic8_biased__c02_sequential_wraparound_large,042_b05_periodic8_biased__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,449532.0,515560.0,0.0,0.0,120963.0,1358.0,515484.0,470.0,1829.0,1782.0,0.000258,0.8719,1.1469,0.0,0.011227,0.000912,branches_total;branch_misses_total
043_b05_periodic8_biased__c03_fixed_stride_small,043_b05_periodic8_biased__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,473067.0,537780.0,0.0,0.0,120808.0,1359.0,537706.0,461.0,1821.0,1773.0,0.000269,0.8797,1.1368,0.0,0.011249,0.000857,branches_total;branch_misses_total
044_b05_periodic8_biased__c04_fixed_stride_large,044_b05_periodic8_biased__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,473067.0,548534.0,0.0,0.0,120808.0,1359.0,548460.0,454.0,1814.0,1766.0,0.000274,0.8624,1.1595,0.0,0.011249,0.000828,branches_total;branch_misses_total
045_b05_periodic8_biased__c05_random_small_working_set,045_b05_periodic8_biased__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,495373.0,560123.0,0.0,0.0,120889.0,1351.0,560049.0,471.0,1823.0,1776.0,0.00028,0.8844,1.1307,0.0,0.011176,0.000841,branches_total;branch_misses_total
046_b05_periodic8_biased__c06_random_full_working_set,046_b05_periodic8_biased__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,495298.0,560035.0,0.0,0.0,120866.0,1365.0,559961.0,471.0,1837.0,1790.0,0.00028,0.8844,1.1307,0.0,0.011293,0.000841,branches_total;branch_misses_total
047_b05_periodic8_biased__c07_matrix_row_major,047_b05_periodic8_biased__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,539294.0,738060.0,0.0,0.0,120763.0,1353.0,737986.0,452.0,1806.0,1758.0,0.000369,0.7307,1.3686,0.0,0.011204,0.000612,branches_total;branch_misses_total
048_b05_periodic8_biased__c08_matrix_col_major,048_b05_periodic8_biased__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,539294.0,738060.0,0.0,0.0,120763.0,1353.0,737986.0,452.0,1806.0,1758.0,0.000369,0.7307,1.3686,0.0,0.011204,0.000612,branches_total;branch_misses_total
049_b05_periodic8_biased__c09_matrix_tiled_blocked,049_b05_periodic8_biased__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,781505.0,1113786.0,0.0,0.0,120830.0,1353.0,1113712.0,467.0,1821.0,1774.0,0.000557,0.7017,1.4252,0.0,0.011198,0.000419,branches_total;branch_misses_total
050_b05_periodic8_biased__c10_pointer_chase_linked_list,050_b05_periodic8_biased__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,526908.0,697620.0,0.0,0.0,163461.0,2136.0,697546.0,461.0,2598.0,2015.0,0.000349,0.7553,1.324,0.0,0.013067,0.000661,branches_total;branch_misses_total
051_b06_pseudo_random_50__c01_sequential_unit_stride,051_b06_pseudo_random_50__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,496664.0,635448.0,0.0,0.0,120859.0,1364.0,635374.0,471.0,1836.0,1788.0,0.000318,0.7816,1.2794,0.0,0.011286,0.000741,branches_total;branch_misses_total
052_b06_pseudo_random_50__c02_sequential_wraparound_large,052_b06_pseudo_random_50__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,496938.0,635762.0,0.0,0.0,120973.0,1354.0,635686.0,471.0,1826.0,1778.0,0.000318,0.7816,1.2794,0.0,0.011193,0.000741,branches_total;branch_misses_total
053_b06_pseudo_random_50__c03_fixed_stride_small,053_b06_pseudo_random_50__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,500470.0,652190.0,0.0,0.0,120786.0,1353.0,652116.0,472.0,1826.0,1779.0,0.000326,0.7674,1.3032,0.0,0.011202,0.000724,branches_total;branch_misses_total
054_b06_pseudo_random_50__c04_fixed_stride_large,054_b06_pseudo_random_50__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,500469.0,663135.0,0.0,0.0,120786.0,1353.0,663061.0,465.0,1819.0,1772.0,0.000332,0.7547,1.325,0.0,0.011202,0.000701,branches_total;branch_misses_total
055_b06_pseudo_random_50__c05_random_small_working_set,055_b06_pseudo_random_50__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,544765.0,676520.0,0.0,0.0,120904.0,1360.0,676446.0,450.0,1811.0,1763.0,0.000338,0.8052,1.2419,0.0,0.011249,0.000665,branches_total;branch_misses_total
056_b06_pseudo_random_50__c06_random_full_working_set,056_b06_pseudo_random_50__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,544690.0,676432.0,0.0,0.0,120867.0,1354.0,676358.0,450.0,1805.0,1757.0,0.000338,0.8052,1.2419,0.0,0.011202,0.000665,branches_total;branch_misses_total
057_b06_pseudo_random_50__c07_matrix_row_major,057_b06_pseudo_random_50__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,588684.0,653453.0,0.0,0.0,120759.0,1365.0,653379.0,466.0,1832.0,1785.0,0.000327,0.9009,1.11,0.0,0.011304,0.000713,branches_total;branch_misses_total
058_b06_pseudo_random_50__c08_matrix_col_major,058_b06_pseudo_random_50__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,588683.0,663389.0,0.0,0.0,120759.0,1365.0,663315.0,466.0,1832.0,1785.0,0.000332,0.8874,1.1269,0.0,0.011304,0.000703,branches_total;branch_misses_total
059_b06_pseudo_random_50__c09_matrix_tiled_blocked,059_b06_pseudo_random_50__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,830902.0,971638.0,0.0,0.0,120860.0,1360.0,971564.0,475.0,1836.0,1788.0,0.000486,0.8552,1.1694,0.0,0.011253,0.000489,branches_total;branch_misses_total
060_b06_pseudo_random_50__c10_pointer_chase_linked_list,060_b06_pseudo_random_50__c10_pointer_chase_linked_list,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,573615.0,765836.0,0.0,0.0,163462.0,2148.0,765762.0,470.0,2619.0,2037.0,0.000383,0.749,1.3351,0.0,0.013141,0.000614,branches_total;branch_misses_total
061_b07_nested_dependent__c01_sequential_unit_stride,061_b07_nested_dependent__c01_sequential_unit_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,531787.0,630516.0,0.0,0.0,120874.0,1359.0,630442.0,455.0,1815.0,1767.0,0.000315,0.8434,1.1857,0.0,0.011243,0.000722,branches_total;branch_misses_total
062_b07_nested_dependent__c02_sequential_wraparound_large,062_b07_nested_dependent__c02_sequential_wraparound_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,532061.0,630830.0,0.0,0.0,120960.0,1357.0,630754.0,455.0,1813.0,1765.0,0.000315,0.8434,1.1856,0.0,0.011219,0.000721,branches_total;branch_misses_total
063_b07_nested_dependent__c03_fixed_stride_small,063_b07_nested_dependent__c03_fixed_stride_small,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,555583.0,655281.0,0.0,0.0,120805.0,1358.0,655207.0,476.0,1835.0,1786.0,0.000328,0.8479,1.1794,0.0,0.011241,0.000726,branches_total;branch_misses_total
064_b07_nested_dependent__c04_fixed_stride_large,064_b07_nested_dependent__c04_fixed_stride_large,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,555595.0,658302.0,0.0,0.0,120807.0,1358.0,658228.0,477.0,1836.0,1787.0,0.000329,0.844,1.1849,0.0,0.011241,0.000725,branches_total;branch_misses_total
065_b07_nested_dependent__c05_random_small_working_set,065_b07_nested_dependent__c05_random_small_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,577901.0,655636.0,0.0,0.0,120908.0,1359.0,655562.0,450.0,1810.0,1762.0,0.000328,0.8814,1.1345,0.0,0.01124,0.000686,branches_total;branch_misses_total
066_b07_nested_dependent__c06_random_full_working_set,066_b07_nested_dependent__c06_random_full_working_set,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,577826.0,655548.0,0.0,0.0,120869.0,1353.0,655474.0,450.0,1804.0,1756.0,0.000328,0.8814,1.1345,0.0,0.011194,0.000687,branches_total;branch_misses_total
067_b07_nested_dependent__c07_matrix_row_major,067_b07_nested_dependent__c07_matrix_row_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,621809.0,810635.0,0.0,0.0,120778.0,1359.0,810561.0,466.0,1826.0,1779.0,0.000405,0.7671,1.3037,0.0,0.011252,0.000575,branches_total;branch_misses_total
068_b07_nested_dependent__c08_matrix_col_major,068_b07_nested_dependent__c08_matrix_col_major,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,621809.0,810635.0,0.0,0.0,120778.0,1359.0,810561.0,466.0,1826.0,1779.0,0.000405,0.7671,1.3037,0.0,0.011252,0.000575,branches_total;branch_misses_total
069_b07_nested_dependent__c09_matrix_tiled_blocked,069_b07_nested_dependent__c09_matrix_tiled_blocked,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,886030.0,1129885.0,0.0,0.0,120847.0,1357.0,1129811.0,478.0,1836.0,1787.0,0.000565,0.7842,1.2752,0.0,0.011229,0.000423,branches_total;branch_misses_total
