run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics
381_b39_dual_lcg_xor_chaos__c31_fibonacci_stride,381_b39_dual_lcg_xor_chaos__c31_fibonacci_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,720629.0,1013354.0,0.0,0.0,120805.0,1361.0,1013280.0,480.0,1841.0,1791.0,0.000507,0.7111,1.4062,0.0,0.011266,0.000474,branches_total;branch_misses_total
382_b39_dual_lcg_xor_chaos__c32_hilbert_curve_traversal,382_b39_dual_lcg_xor_chaos__c32_hilbert_curve_traversal,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,2808332.0,3433769.0,0.0,0.0,121046.0,1373.0,3433695.0,472.0,1845.0,1794.0,0.001717,0.8179,1.2227,0.0,0.011343,0.000137,branches_total;branch_misses_total
383_b39_dual_lcg_xor_chaos__c33_cache_set_conflict_stress,383_b39_dual_lcg_xor_chaos__c33_cache_set_conflict_stress,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,501076.0,697869.0,0.0,0.0,76957.0,1357.0,697793.0,477.0,1834.0,1784.0,0.000349,0.718,1.3927,0.0,0.017633,0.000684,branches_total;branch_misses_total
384_b39_dual_lcg_xor_chaos__c34_variable_length_burst_reuse,384_b39_dual_lcg_xor_chaos__c34_variable_length_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,632519.0,751986.0,0.0,0.0,121034.0,1364.0,751910.0,464.0,1828.0,1776.0,0.000376,0.8411,1.1889,0.0,0.01127,0.000617,branches_total;branch_misses_total
385_b39_dual_lcg_xor_chaos__c35_checkerboard_red_black,385_b39_dual_lcg_xor_chaos__c35_checkerboard_red_black,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,743273.0,916153.0,0.0,0.0,120924.0,1365.0,916079.0,483.0,1848.0,1796.0,0.000458,0.8113,1.2326,0.0,0.011288,0.000527,branches_total;branch_misses_total
386_b39_dual_lcg_xor_chaos__c36_im2col_overlapping_patch_gather,386_b39_dual_lcg_xor_chaos__c36_im2col_overlapping_patch_gather,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,675403.0,924222.0,0.0,0.0,121074.0,1364.0,924146.0,460.0,1824.0,1771.0,0.000462,0.7308,1.3684,0.0,0.011266,0.000498,branches_total;branch_misses_total
387_b39_dual_lcg_xor_chaos__c37_double_buffer_epoch_alternation,387_b39_dual_lcg_xor_chaos__c37_double_buffer_epoch_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,645401.0,734232.0,0.0,0.0,121075.0,1366.0,734156.0,469.0,1835.0,1784.0,0.000367,0.879,1.1376,0.0,0.011282,0.000639,branches_total;branch_misses_total
388_b39_dual_lcg_xor_chaos__c38_cuckoo_double_hash_probe,388_b39_dual_lcg_xor_chaos__c38_cuckoo_double_hash_probe,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,697053.0,864830.0,0.0,0.0,120960.0,1363.0,864756.0,470.0,1833.0,1783.0,0.000432,0.806,1.2407,0.0,0.011268,0.000544,branches_total;branch_misses_total
389_b39_dual_lcg_xor_chaos__c39_bounded_random_walk,389_b39_dual_lcg_xor_chaos__c39_bounded_random_walk,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,742755.0,919493.0,0.0,0.0,120846.0,1370.0,919419.0,477.0,1847.0,1796.0,0.00046,0.8078,1.2379,0.0,0.011337,0.000519,branches_total;branch_misses_total
390_b39_dual_lcg_xor_chaos__c40_causal_attention_triangular,390_b39_dual_lcg_xor_chaos__c40_causal_attention_triangular,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,743495.0,996353.0,0.0,0.0,121011.0,1354.0,996277.0,476.0,1830.0,1782.0,0.000498,0.7462,1.3401,0.0,0.011189,0.000478,branches_total;branch_misses_total
391_b40_collatz_value_transform__c31_fibonacci_stride,391_b40_collatz_value_transform__c31_fibonacci_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,592823.0,799457.0,0.0,0.0,120881.0,1367.0,799383.0,467.0,1835.0,1787.0,0.0004,0.7415,1.3486,0.0,0.011309,0.000584,branches_total;branch_misses_total
392_b40_collatz_value_transform__c32_hilbert_curve_traversal,392_b40_collatz_value_transform__c32_hilbert_curve_traversal,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,2748542.0,3700149.0,0.0,0.0,121095.0,1357.0,3700073.0,485.0,1843.0,1794.0,0.00185,0.7428,1.3462,0.0,0.011206,0.000131,branches_total;branch_misses_total
393_b40_collatz_value_transform__c33_cache_set_conflict_stress,393_b40_collatz_value_transform__c33_cache_set_conflict_stress,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,393279.0,452265.0,0.0,0.0,77046.0,1347.0,452189.0,455.0,1803.0,1753.0,0.000226,0.8696,1.15,0.0,0.017483,0.001006,branches_total;branch_misses_total
394_b40_collatz_value_transform__c34_variable_length_burst_reuse,394_b40_collatz_value_transform__c34_variable_length_burst_reuse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,522283.0,635456.0,0.0,0.0,121058.0,1369.0,635380.0,478.0,1848.0,1797.0,0.000318,0.8219,1.2167,0.0,0.011309,0.000752,branches_total;branch_misses_total
395_b40_collatz_value_transform__c35_checkerboard_red_black,395_b40_collatz_value_transform__c35_checkerboard_red_black,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,624473.0,758295.0,0.0,0.0,120987.0,1359.0,758219.0,463.0,1823.0,1773.0,0.000379,0.8235,1.2143,0.0,0.011233,0.000611,branches_total;branch_misses_total
396_b40_collatz_value_transform__c36_im2col_overlapping_patch_gather,396_b40_collatz_value_transform__c36_im2col_overlapping_patch_gather,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,611603.0,702350.0,0.0,0.0,121128.0,1357.0,702274.0,472.0,1830.0,1782.0,0.000351,0.8708,1.1484,0.0,0.011203,0.000672,branches_total;branch_misses_total
397_b40_collatz_value_transform__c37_double_buffer_epoch_alternation,397_b40_collatz_value_transform__c37_double_buffer_epoch_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,537596.0,736640.0,0.0,0.0,121128.0,1357.0,736564.0,476.0,1834.0,1785.0,0.000368,0.7298,1.3702,0.0,0.011203,0.000646,branches_total;branch_misses_total
398_b40_collatz_value_transform__c38_cuckoo_double_hash_probe,398_b40_collatz_value_transform__c38_cuckoo_double_hash_probe,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,580269.0,682970.0,0.0,0.0,121031.0,1348.0,682894.0,467.0,1816.0,1767.0,0.000341,0.8496,1.177,0.0,0.011138,0.000684,branches_total;branch_misses_total
399_b40_collatz_value_transform__c39_bounded_random_walk,399_b40_collatz_value_transform__c39_bounded_random_walk,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,744983.0,1021932.0,0.0,0.0,120913.0,1352.0,1021858.0,468.0,1821.0,1775.0,0.000511,0.729,1.3718,0.0,0.011182,0.000458,branches_total;branch_misses_total
400_b40_collatz_value_transform__c40_causal_attention_triangular,400_b40_collatz_value_transform__c40_causal_attention_triangular,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,635702.0,806547.0,0.0,0.0,121055.0,1361.0,806471.0,451.0,1813.0,1763.0,0.000403,0.7882,1.2688,0.0,0.011243,0.000559,branches_total;branch_misses_total
401_b41_markov_chain_3state__c41_skip_list_multilevel_hop,401_b41_markov_chain_3state__c41_skip_list_multilevel_hop,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,938394.0,1277921.0,0.0,0.0,142975.0,1360.0,1277845.0,474.0,1834.0,1784.0,0.000639,0.7343,1.3618,0.0,0.009512,0.000371,branches_total;branch_misses_total
402_b41_markov_chain_3state__c42_cache_oblivious_funnel_stride,402_b41_markov_chain_3state__c42_cache_oblivious_funnel_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1812102.0,2611920.0,0.0,0.0,143147.0,1362.0,2611844.0,482.0,1844.0,1793.0,0.001306,0.6938,1.4414,0.0,0.009515,0.000185,branches_total;branch_misses_total
403_b41_markov_chain_3state__c43_whole_buffer_rotation,403_b41_markov_chain_3state__c43_whole_buffer_rotation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,759248.0,912010.0,0.0,0.0,142932.0,1352.0,911936.0,467.0,1819.0,1767.0,0.000456,0.8325,1.2012,0.0,0.009459,0.000512,branches_total;branch_misses_total
404_b41_markov_chain_3state__c44_naive_gemm_row_col_alternation,404_b41_markov_chain_3state__c44_naive_gemm_row_col_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,895508.0,1143006.0,0.0,0.0,143101.0,1366.0,1142930.0,472.0,1838.0,1785.0,0.000572,0.7835,1.2764,0.0,0.009546,0.000413,branches_total;branch_misses_total
405_b41_markov_chain_3state__c45_read_hot_write_cold_split,405_b41_markov_chain_3state__c45_read_hot_write_cold_split,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,756697.0,944189.0,0.0,0.0,142977.0,1363.0,944113.0,470.0,1833.0,1780.0,0.000472,0.8014,1.2478,0.0,0.009533,0.000498,branches_total;branch_misses_total
406_b41_markov_chain_3state__c46_cantor_gap_sparse,406_b41_markov_chain_3state__c46_cantor_gap_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1198384.0,1551886.0,0.0,0.0,142851.0,1356.0,1551812.0,466.0,1822.0,1769.0,0.000776,0.7722,1.295,0.0,0.009492,0.0003,branches_total;branch_misses_total
407_b41_markov_chain_3state__c47_false_sharing_line_cycle,407_b41_markov_chain_3state__c47_false_sharing_line_cycle,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,707833.0,920603.0,0.0,0.0,142973.0,1355.0,920527.0,465.0,1820.0,1768.0,0.00046,0.7689,1.3006,0.0,0.009477,0.000505,branches_total;branch_misses_total
408_b41_markov_chain_3state__c48_exponential_backoff_probe,408_b41_markov_chain_3state__c48_exponential_backoff_probe,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,938469.0,1355058.0,0.0,0.0,142995.0,1358.0,1354982.0,480.0,1838.0,1789.0,0.000678,0.6926,1.4439,0.0,0.009497,0.000354,branches_total;branch_misses_total
409_b41_markov_chain_3state__c49_binary_heap_parent_child,409_b41_markov_chain_3state__c49_binary_heap_parent_child,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,947461.0,1391000.0,0.0,0.0,142977.0,1357.0,1390924.0,470.0,1827.0,1779.0,0.000695,0.6811,1.4681,0.0,0.009491,0.000338,branches_total;branch_misses_total
410_b41_markov_chain_3state__c50_streaming_with_periodic_flush,410_b41_markov_chain_3state__c50_streaming_with_periodic_flush,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,739686.0,956680.0,0.0,0.0,143047.0,1361.0,956604.0,452.0,1813.0,1761.0,0.000478,0.7732,1.2934,0.0,0.009514,0.000473,branches_total;branch_misses_total
411_b42_bit_reversal_index_data_mix__c41_skip_list_multilevel_hop,411_b42_bit_reversal_index_data_mix__c41_skip_list_multilevel_hop,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1146962.0,1609813.0,0.0,0.0,121109.0,1368.0,1609737.0,472.0,1841.0,1792.0,0.000805,0.7125,1.4035,0.0,0.011296,0.000293,branches_total;branch_misses_total
412_b42_bit_reversal_index_data_mix__c42_cache_oblivious_funnel_stride,412_b42_bit_reversal_index_data_mix__c42_cache_oblivious_funnel_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1915516.0,2772474.0,0.0,0.0,121276.0,1366.0,2772398.0,483.0,1850.0,1803.0,0.001386,0.6909,1.4474,0.0,0.011264,0.000174,branches_total;branch_misses_total
413_b42_bit_reversal_index_data_mix__c43_whole_buffer_rotation,413_b42_bit_reversal_index_data_mix__c43_whole_buffer_rotation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,867024.0,1084645.0,0.0,0.0,121038.0,1367.0,1084569.0,478.0,1846.0,1797.0,0.000542,0.7994,1.251,0.0,0.011294,0.000441,branches_total;branch_misses_total
414_b42_bit_reversal_index_data_mix__c44_naive_gemm_row_col_alternation,414_b42_bit_reversal_index_data_mix__c44_naive_gemm_row_col_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1098836.0,1564841.0,0.0,0.0,121203.0,1356.0,1564765.0,474.0,1831.0,1785.0,0.000782,0.7022,1.4241,0.0,0.011188,0.000303,branches_total;branch_misses_total
415_b42_bit_reversal_index_data_mix__c45_read_hot_write_cold_split,415_b42_bit_reversal_index_data_mix__c45_read_hot_write_cold_split,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,865608.0,1111268.0,0.0,0.0,121117.0,1349.0,1111192.0,467.0,1817.0,1769.0,0.000556,0.7789,1.2838,0.0,0.011138,0.00042,branches_total;branch_misses_total
416_b42_bit_reversal_index_data_mix__c46_cantor_gap_sparse,416_b42_bit_reversal_index_data_mix__c46_cantor_gap_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1392302.0,1711579.0,0.0,0.0,120972.0,1358.0,1711503.0,469.0,1828.0,1782.0,0.000856,0.8135,1.2293,0.0,0.011226,0.000274,branches_total;branch_misses_total
417_b42_bit_reversal_index_data_mix__c47_false_sharing_line_cycle,417_b42_bit_reversal_index_data_mix__c47_false_sharing_line_cycle,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,851826.0,1128677.0,0.0,0.0,121082.0,1364.0,1128601.0,470.0,1835.0,1786.0,0.000564,0.7547,1.325,0.0,0.011265,0.000416,branches_total;branch_misses_total
418_b42_bit_reversal_index_data_mix__c48_exponential_backoff_probe,418_b42_bit_reversal_index_data_mix__c48_exponential_backoff_probe,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1215645.0,1562039.0,0.0,0.0,121120.0,1363.0,1561963.0,472.0,1836.0,1788.0,0.000781,0.7782,1.2849,0.0,0.011253,0.000302,branches_total;branch_misses_total
419_b42_bit_reversal_index_data_mix__c49_binary_heap_parent_child,419_b42_bit_reversal_index_data_mix__c49_binary_heap_parent_child,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1205653.0,1501100.0,0.0,0.0,121119.0,1349.0,1501024.0,477.0,1827.0,1780.0,0.000751,0.8032,1.2451,0.0,0.011138,0.000318,branches_total;branch_misses_total
420_b42_bit_reversal_index_data_mix__c50_streaming_with_periodic_flush,420_b42_bit_reversal_index_data_mix__c50_streaming_with_periodic_flush,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,867492.0,1185541.0,0.0,0.0,121187.0,1358.0,1185465.0,479.0,1838.0,1788.0,0.000593,0.7317,1.3666,0.0,0.011206,0.000404,branches_total;branch_misses_total
421_b43_moving_average_threshold__c41_skip_list_multilevel_hop,421_b43_moving_average_threshold__c41_skip_list_multilevel_hop,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,897419.0,1257227.0,0.0,0.0,231036.0,1356.0,1257151.0,479.0,1835.0,1783.0,0.000629,0.7138,1.4009,0.0,0.005869,0.000381,branches_total;branch_misses_total
422_b43_moving_average_threshold__c42_cache_oblivious_funnel_stride,422_b43_moving_average_threshold__c42_cache_oblivious_funnel_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1723198.0,2462613.0,0.0,0.0,231264.0,1359.0,2462537.0,471.0,1830.0,1781.0,0.001231,0.6997,1.4291,0.0,0.005876,0.000191,branches_total;branch_misses_total
423_b43_moving_average_threshold__c43_whole_buffer_rotation,423_b43_moving_average_threshold__c43_whole_buffer_rotation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,738633.0,920173.0,0.0,0.0,230989.0,1359.0,920097.0,466.0,1825.0,1776.0,0.00046,0.8027,1.2458,0.0,0.005883,0.000506,branches_total;branch_misses_total
424_b43_moving_average_threshold__c44_naive_gemm_row_col_alternation,424_b43_moving_average_threshold__c44_naive_gemm_row_col_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,848665.0,1117821.0,0.0,0.0,231178.0,1351.0,1117745.0,472.0,1823.0,1773.0,0.000559,0.7592,1.3172,0.0,0.005844,0.000422,branches_total;branch_misses_total
425_b43_moving_average_threshold__c45_read_hot_write_cold_split,425_b43_moving_average_threshold__c45_read_hot_write_cold_split,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,731171.0,981501.0,0.0,0.0,231079.0,1356.0,981425.0,477.0,1833.0,1783.0,0.000491,0.745,1.3424,0.0,0.005868,0.000486,branches_total;branch_misses_total
426_b43_moving_average_threshold__c46_cantor_gap_sparse,426_b43_moving_average_threshold__c46_cantor_gap_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1181665.0,1664269.0,0.0,0.0,230909.0,1369.0,1664195.0,467.0,1836.0,1786.0,0.000832,0.71,1.4084,0.0,0.005929,0.000281,branches_total;branch_misses_total
427_b43_moving_average_threshold__c47_false_sharing_line_cycle,427_b43_moving_average_threshold__c47_false_sharing_line_cycle,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,726780.0,914336.0,0.0,0.0,231027.0,1367.0,914260.0,471.0,1838.0,1789.0,0.000457,0.7949,1.2581,0.0,0.005917,0.000515,branches_total;branch_misses_total
428_b43_moving_average_threshold__c48_exponential_backoff_probe,428_b43_moving_average_threshold__c48_exponential_backoff_probe,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,893441.0,1095649.0,0.0,0.0,231075.0,1360.0,1095573.0,479.0,1839.0,1788.0,0.000548,0.8154,1.2263,0.0,0.005886,0.000437,branches_total;branch_misses_total
429_b43_moving_average_threshold__c49_binary_heap_parent_child,429_b43_moving_average_threshold__c49_binary_heap_parent_child,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,903888.0,1103597.0,0.0,0.0,231059.0,1356.0,1103521.0,471.0,1827.0,1777.0,0.000552,0.819,1.2209,0.0,0.005869,0.000427,branches_total;branch_misses_total
430_b43_moving_average_threshold__c50_streaming_with_periodic_flush,430_b43_moving_average_threshold__c50_streaming_with_periodic_flush,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,719091.0,860704.0,0.0,0.0,231167.0,1362.0,860628.0,468.0,1830.0,1780.0,0.00043,0.8355,1.1969,0.0,0.005892,0.000544,branches_total;branch_misses_total
431_b44_exception_then_recovery_burst__c41_skip_list_multilevel_hop,431_b44_exception_then_recovery_burst__c41_skip_list_multilevel_hop,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,692076.0,913851.0,0.0,0.0,121113.0,1357.0,913775.0,469.0,1827.0,1778.0,0.000457,0.7573,1.3204,0.0,0.011204,0.000513,branches_total;branch_misses_total
432_b44_exception_then_recovery_burst__c42_cache_oblivious_funnel_stride,432_b44_exception_then_recovery_burst__c42_cache_oblivious_funnel_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1497520.0,2079393.0,0.0,0.0,121222.0,1371.0,2079317.0,464.0,1836.0,1787.0,0.00104,0.7202,1.3886,0.0,0.01131,0.000223,branches_total;branch_misses_total
433_b44_exception_then_recovery_burst__c43_whole_buffer_rotation,433_b44_exception_then_recovery_burst__c43_whole_buffer_rotation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,535371.0,722102.0,0.0,0.0,121050.0,1368.0,722026.0,476.0,1845.0,1796.0,0.000361,0.7414,1.3488,0.0,0.011301,0.000659,branches_total;branch_misses_total
434_b44_exception_then_recovery_burst__c44_naive_gemm_row_col_alternation,434_b44_exception_then_recovery_burst__c44_naive_gemm_row_col_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,611259.0,740261.0,0.0,0.0,121226.0,1368.0,740185.0,455.0,1824.0,1777.0,0.00037,0.8257,1.211,0.0,0.011285,0.000615,branches_total;branch_misses_total
435_b44_exception_then_recovery_burst__c45_read_hot_write_cold_split,435_b44_exception_then_recovery_burst__c45_read_hot_write_cold_split,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,526031.0,658517.0,0.0,0.0,121134.0,1362.0,658441.0,456.0,1819.0,1770.0,0.000329,0.7988,1.2519,0.0,0.011244,0.000693,branches_total;branch_misses_total
436_b44_exception_then_recovery_burst__c46_cantor_gap_sparse,436_b44_exception_then_recovery_burst__c46_cantor_gap_sparse,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,976445.0,1338453.0,0.0,0.0,120984.0,1356.0,1338377.0,474.0,1831.0,1783.0,0.000669,0.7295,1.3707,0.0,0.011208,0.000354,branches_total;branch_misses_total
437_b44_exception_then_recovery_burst__c47_false_sharing_line_cycle,437_b44_exception_then_recovery_burst__c47_false_sharing_line_cycle,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,521520.0,668394.0,0.0,0.0,121100.0,1356.0,668318.0,473.0,1830.0,1782.0,0.000334,0.7803,1.2816,0.0,0.011197,0.000708,branches_total;branch_misses_total
438_b44_exception_then_recovery_burst__c48_exponential_backoff_probe,438_b44_exception_then_recovery_burst__c48_exponential_backoff_probe,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,706163.0,959043.0,0.0,0.0,121134.0,1350.0,958967.0,474.0,1825.0,1777.0,0.00048,0.7363,1.3581,0.0,0.011145,0.000494,branches_total;branch_misses_total
439_b44_exception_then_recovery_burst__c49_binary_heap_parent_child,439_b44_exception_then_recovery_burst__c49_binary_heap_parent_child,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,699534.0,801088.0,0.0,0.0,121104.0,1356.0,801012.0,470.0,1827.0,1779.0,0.000401,0.8732,1.1452,0.0,0.011197,0.000587,branches_total;branch_misses_total
440_b44_exception_then_recovery_burst__c50_streaming_with_periodic_flush,440_b44_exception_then_recovery_burst__c50_streaming_with_periodic_flush,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,515816.0,622731.0,0.0,0.0,121232.0,1361.0,622655.0,473.0,1835.0,1788.0,0.000311,0.8283,1.2073,0.0,0.011226,0.00076,branches_total;branch_misses_total
441_b45_two_counters_race__c41_skip_list_multilevel_hop,441_b45_two_counters_race__c41_skip_list_multilevel_hop,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,825491.0,977270.0,0.0,0.0,120929.0,1360.0,977196.0,467.0,1827.0,1779.0,0.000489,0.8447,1.1839,0.0,0.011246,0.000478,branches_total;branch_misses_total
442_b45_two_counters_race__c42_cache_oblivious_funnel_stride,442_b45_two_counters_race__c42_cache_oblivious_funnel_stride,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1624826.0,1798740.0,0.0,0.0,121027.0,1350.0,1798664.0,453.0,1803.0,1756.0,0.000899,0.9033,1.107,0.0,0.011155,0.000252,branches_total;branch_misses_total
443_b45_two_counters_race__c43_whole_buffer_rotation,443_b45_two_counters_race__c43_whole_buffer_rotation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,666701.0,861401.0,0.0,0.0,120875.0,1359.0,861327.0,467.0,1826.0,1779.0,0.000431,0.774,1.292,0.0,0.011243,0.000542,branches_total;branch_misses_total
444_b45_two_counters_race__c44_naive_gemm_row_col_alternation,444_b45_two_counters_race__c44_naive_gemm_row_col_alternation,gem5,AtomicSimpleCPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,771708.0,1054719.0,0.0,0.0,121061.0,1353.0,1054643.0,460.0,1813.0,1765.0,0.000527,0.7317,1.3667,0.0,0.011176,0.000436,branches_total;branch_misses_total
