run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics,btb_lookups,btb_hits,btb_hit_ratio,btb_mispredicted,ras_correct,ras_incorrect,ras_pushes,ras_pops,indirect_lookups,indirect_hits,indirect_misses,squashes_total,corrected_total,committed_directcond,mispredicted_directcond,committed_return,mispredicted_return,committed_callindirect,mispredicted_callindirect,committed_indirectuncond,mispredicted_indirectuncond,dcache_readreq_accesses,dcache_readreq_misses,dcache_writereq_accesses,dcache_writereq_misses,dcache_avg_miss_latency,dcache_mshr_miss_rate,dcache_replacements,dcache_writebacks,icache_avg_miss_latency,icache_mshr_miss_rate,icache_replacements,l2_readshared_accesses,l2_readshared_misses,l2_avg_miss_latency,l2_mshr_miss_rate,l2_replacements,l2_writeback_dirty,dram_avg_mem_acc_lat,dram_bw_total,dram_page_hit_rate,dram_num_reads,idle_cycles,num_syscalls,fetch_num_insts,commit_num_ops,sim_ops,sim_ticks,host_seconds,host_inst_rate
1915_grid_b39_dual_lcg_xor_chaos__c15_reverse_sequential,1915_grid_b39_dual_lcg_xor_chaos__c15_reverse_sequential,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,591077.0,347063.0,108737.0,858.0,97077.0,12712.0,67765.0,799.0,1981.0,1915.0,0.000174,1.7031,0.5872,0.007891,0.130948,0.011791,,108737.0,42492.0,0.390778,651.0,2287.0,0.0,3403.0,3399.0,2523.0,2135.0,388.0,5689.0,1115.0,71435.0,546.0,2287.0,0.0,122.0,26.0,1969.0,110.0,41575.0,7984.0,55502.0,4728.0,66246.927391,0.014164,863.0,146.0,75215.267835,0.008972,214.0,955.0,916.0,76251.958225,0.966683,0.0,146.0,25126.5,706273537.0,87.52,1915.0,47572.0,32.0,618516.0,591151.0,591151.0,173530500.0,1.58,374924.0
1916_grid_b39_dual_lcg_xor_chaos__c16_block_sparse,1916_grid_b39_dual_lcg_xor_chaos__c16_block_sparse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,685817.0,362748.0,131304.0,1035.0,97187.0,12673.0,67533.0,787.0,1974.0,1911.0,0.000181,1.8906,0.5289,0.007882,0.130398,0.011654,,131304.0,64656.0,0.492415,647.0,2281.0,0.0,3388.0,3384.0,2505.0,2112.0,393.0,6357.0,1288.0,93355.0,721.0,2281.0,0.0,116.0,27.0,1966.0,111.0,41710.0,7957.0,55477.0,4716.0,66791.875641,0.014179,866.0,146.0,73724.903431,0.008825,201.0,959.0,918.0,75965.724751,0.968085,0.0,146.0,24914.57,674321221.0,87.23,1911.0,48016.0,32.0,718092.0,685891.0,685891.0,181373500.0,1.69,405558.0
1917_grid_b39_dual_lcg_xor_chaos__c17_zipf_like_hot_buckets,1917_grid_b39_dual_lcg_xor_chaos__c17_zipf_like_hot_buckets,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,725614.0,650421.0,213416.0,6268.0,118188.0,12704.0,198681.0,803.0,1972.0,1904.0,0.000325,1.1156,0.8964,0.02937,0.10749,0.004042,,213416.0,150548.0,0.70542,648.0,2289.0,0.0,3320.0,3315.0,2554.0,2120.0,434.0,83890.0,6527.0,93457.0,5957.0,2289.0,0.0,125.0,26.0,1967.0,110.0,62676.0,7979.0,55512.0,4725.0,66190.053841,0.011617,861.0,145.0,74277.082192,0.00302,207.0,954.0,914.0,76121.848739,0.965517,0.0,145.0,25048.98,374700001.0,87.34,1904.0,47352.0,32.0,1262774.0,725688.0,725688.0,325209500.0,2.87,252570.0
1918_grid_b39_dual_lcg_xor_chaos__c18_producer_consumer_two_pointer,1918_grid_b39_dual_lcg_xor_chaos__c18_producer_consumer_two_pointer,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,732602.0,373626.0,141721.0,871.0,98087.0,12679.0,66786.0,828.0,1996.0,1928.0,0.000187,1.9608,0.51,0.006146,0.129263,0.012398,,141721.0,97341.0,0.68685,668.0,2298.0,0.0,3401.0,3397.0,2504.0,2134.0,370.0,5508.0,1135.0,93567.0,557.0,2298.0,0.0,133.0,26.0,1969.0,112.0,42542.0,7955.0,55545.0,4724.0,67171.657465,0.0141,871.0,144.0,74492.149758,0.009238,219.0,965.0,924.0,76314.834025,0.965932,0.0,144.0,25208.51,660512546.0,87.34,1928.0,48295.0,32.0,759359.0,732678.0,732678.0,186812500.0,1.96,374532.0
1919_grid_b39_dual_lcg_xor_chaos__c19_matrix_diagonal_wavefront,1919_grid_b39_dual_lcg_xor_chaos__c19_matrix_diagonal_wavefront,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,853740.0,1134755.0,196060.0,1150.0,97915.0,12700.0,126892.0,792.0,1973.0,1907.0,0.000567,0.7524,1.3292,0.005866,0.129704,0.006242,,196060.0,121345.0,0.618918,658.0,2293.0,0.0,3363.0,3359.0,2548.0,2143.0,405.0,14687.0,1405.0,137642.0,830.0,2293.0,0.0,129.0,27.0,1971.0,113.0,42379.0,7978.0,55536.0,4722.0,66854.168898,0.014033,863.0,140.0,76050.501263,0.004744,207.0,955.0,916.0,76819.611956,0.966548,0.0,140.0,25749.61,215109367.0,87.15,1907.0,47635.0,32.0,919728.0,853816.0,853816.0,567376500.0,3.02,282458.0
1920_grid_b39_dual_lcg_xor_chaos__c20_hot_cold_phase_alternation,1920_grid_b39_dual_lcg_xor_chaos__c20_hot_cold_phase_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,679427.0,455290.0,138838.0,856.0,97121.0,12665.0,107110.0,780.0,1979.0,1915.0,0.000228,1.4923,0.6701,0.006165,0.130404,0.007282,,138838.0,92577.0,0.666799,645.0,2294.0,0.0,3377.0,3373.0,2528.0,2132.0,396.0,5682.0,1107.0,91522.0,551.0,2294.0,0.0,130.0,25.0,1969.0,111.0,41586.0,7942.0,55535.0,4723.0,67603.351204,0.01424,871.0,145.0,74919.870513,0.005564,204.0,965.0,924.0,76723.237598,0.96766,0.0,145.0,25670.5,538383313.0,87.05,1915.0,48562.0,32.0,707104.0,679503.0,679503.0,227644500.0,2.31,293996.0
1921_grid_b39_dual_lcg_xor_chaos__c21_pyramid_multiresolution_stride,1921_grid_b39_dual_lcg_xor_chaos__c21_pyramid_multiresolution_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,655683.0,346843.0,108917.0,870.0,97220.0,12688.0,66664.0,809.0,1967.0,1900.0,0.000173,1.8904,0.529,0.007988,0.130508,0.012135,,108917.0,42487.0,0.390086,652.0,2299.0,0.0,3414.0,3409.0,2556.0,2150.0,406.0,5680.0,1121.0,71585.0,548.0,2299.0,0.0,134.0,28.0,1971.0,112.0,41667.0,7961.0,55553.0,4727.0,66976.705627,0.014112,860.0,144.0,75902.964153,0.00894,204.0,954.0,914.0,76549.210526,0.965938,0.0,144.0,25402.11,701183824.0,87.26,1900.0,47225.0,32.0,683060.0,655759.0,655759.0,173421000.0,1.76,372053.0
1922_grid_b39_dual_lcg_xor_chaos__c22_tensor_3d_slice_poor_locality,1922_grid_b39_dual_lcg_xor_chaos__c22_tensor_3d_slice_poor_locality,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,675595.0,327115.0,108828.0,864.0,97202.0,12676.0,66816.0,808.0,1974.0,1906.0,0.000164,2.0653,0.4842,0.007939,0.130409,0.012093,,108828.0,42443.0,0.390001,654.0,2298.0,0.0,3420.0,3416.0,2555.0,2144.0,411.0,5615.0,1126.0,71567.0,552.0,2298.0,0.0,133.0,26.0,1969.0,110.0,41657.0,7955.0,55545.0,4721.0,66834.248896,0.014136,862.0,144.0,74792.69802,0.008995,206.0,957.0,917.0,76549.842602,0.965552,0.0,144.0,25405.56,745819500.0,86.94,1906.0,47264.0,32.0,702600.0,675671.0,675671.0,163557000.0,1.62,416795.0
1923_grid_b39_dual_lcg_xor_chaos__c23_struct_of_array_field_burst,1923_grid_b39_dual_lcg_xor_chaos__c23_struct_of_array_field_burst,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,677498.0,691256.0,108769.0,860.0,97201.0,12660.0,65948.0,813.0,1992.0,1924.0,0.000346,0.9801,1.0203,0.007907,0.130246,0.012328,,108769.0,42346.0,0.38932,650.0,2295.0,0.0,3405.0,3401.0,2566.0,2135.0,431.0,5592.0,1119.0,71537.0,543.0,2295.0,0.0,131.0,28.0,1971.0,113.0,41662.0,7936.0,55539.0,4724.0,66895.650869,0.014239,872.0,145.0,75178.351784,0.009219,214.0,966.0,926.0,76385.654886,0.965863,0.0,145.0,25289.24,356267947.0,86.75,1924.0,48866.0,32.0,704465.0,677574.0,677574.0,345627500.0,2.15,314419.0
1924_grid_b39_dual_lcg_xor_chaos__c24_banked_interleaved_access,1924_grid_b39_dual_lcg_xor_chaos__c24_banked_interleaved_access,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,675438.0,328741.0,108795.0,872.0,97166.0,12653.0,66793.0,810.0,1984.0,1916.0,0.000164,2.0546,0.4867,0.008015,0.13022,0.012127,,108795.0,42364.0,0.389393,652.0,2294.0,0.0,3415.0,3411.0,2552.0,2128.0,424.0,5635.0,1135.0,71524.0,552.0,2294.0,0.0,129.0,27.0,1971.0,117.0,41633.0,7932.0,55533.0,4721.0,67037.733265,0.014244,872.0,144.0,76330.864198,0.008998,206.0,967.0,927.0,77021.659708,0.965726,0.0,144.0,25878.39,746024214.0,86.74,1916.0,48006.0,32.0,703054.0,675514.0,675514.0,164370000.0,1.75,385319.0
1925_grid_b39_dual_lcg_xor_chaos__c25_lru_recency_weighted_reuse,1925_grid_b39_dual_lcg_xor_chaos__c25_lru_recency_weighted_reuse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,886584.0,794992.0,264850.0,11303.0,173140.0,12675.0,272820.0,815.0,1991.0,1926.0,0.000397,1.1152,0.8967,0.042677,0.073207,0.002987,,264850.0,194940.0,0.736039,663.0,2295.0,0.0,3452.0,3448.0,2606.0,2149.0,457.0,130806.0,11562.0,93524.0,10986.0,2295.0,0.0,131.0,27.0,1972.0,114.0,95587.0,7974.0,77553.0,4701.0,67251.395976,0.007947,865.0,142.0,76068.096933,0.002254,214.0,957.0,915.0,77178.089304,0.967353,0.0,142.0,26223.39,310101624.0,86.97,1926.0,49430.0,32.0,1902789.0,886662.0,886662.0,397495500.0,3.99,222348.0
1926_grid_b39_dual_lcg_xor_chaos__c26_geometric_stride_growth,1926_grid_b39_dual_lcg_xor_chaos__c26_geometric_stride_growth,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,657028.0,365689.0,138926.0,2553.0,98633.0,12677.0,74277.0,792.0,1969.0,1904.0,0.000183,1.7967,0.5566,0.018377,0.128527,0.010663,,138926.0,93220.0,0.671005,651.0,2292.0,0.0,3357.0,3353.0,2486.0,2126.0,360.0,12109.0,2805.0,93495.0,2240.0,2292.0,0.0,127.0,27.0,1969.0,111.0,43109.0,7955.0,55524.0,4722.0,66378.870474,0.01392,861.0,143.0,74139.520202,0.008078,203.0,955.0,915.0,75957.983193,0.966988,0.0,143.0,24830.88,666447901.0,87.92,1904.0,47910.0,32.0,721450.0,657102.0,657102.0,182844000.0,2.07,317040.0
1927_grid_b39_dual_lcg_xor_chaos__c27_reduction_broadcast_pattern,1927_grid_b39_dual_lcg_xor_chaos__c27_reduction_broadcast_pattern,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,649036.0,408661.0,145871.0,880.0,117204.0,12653.0,106856.0,810.0,1984.0,1916.0,0.000204,1.5882,0.6296,0.006033,0.107957,0.00758,,145871.0,99396.0,0.681397,656.0,2296.0,0.0,3420.0,3416.0,2557.0,2135.0,422.0,5681.0,1145.0,93548.0,560.0,2296.0,0.0,131.0,27.0,1971.0,117.0,61663.0,7932.0,55541.0,4721.0,67012.245238,0.011808,872.0,144.0,74400.617284,0.005624,206.0,967.0,927.0,76066.544885,0.965726,0.0,144.0,24924.71,600127245.0,87.11,1916.0,47670.0,32.0,676843.0,649112.0,649112.0,204330000.0,1.73,374699.0
1928_grid_b39_dual_lcg_xor_chaos__c28_morton_zorder_traversal,1928_grid_b39_dual_lcg_xor_chaos__c28_morton_zorder_traversal,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1181649.0,554607.0,153443.0,871.0,96963.0,12684.0,108652.0,801.0,1960.0,1893.0,0.000277,2.1306,0.4693,0.005676,0.130813,0.007372,,153443.0,43134.0,0.281108,647.0,2291.0,0.0,3319.0,3315.0,2502.0,2113.0,389.0,6192.0,1118.0,115619.0,556.0,2291.0,0.0,127.0,27.0,1969.0,111.0,41429.0,7972.0,55534.0,4712.0,66950.011747,0.014139,860.0,137.0,72755.304619,0.005458,199.0,953.0,914.0,76373.481247,0.965816,0.0,137.0,25286.58,436893939.0,87.27,1893.0,47033.0,32.0,1209806.0,1181723.0,1181723.0,277303000.0,2.79,424186.0
1929_grid_b39_dual_lcg_xor_chaos__c29_ping_pong_cache_thrash,1929_grid_b39_dual_lcg_xor_chaos__c29_ping_pong_cache_thrash,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,665201.0,445397.0,108705.0,856.0,97039.0,12663.0,67712.0,793.0,1972.0,1906.0,0.000223,1.4935,0.6696,0.007875,0.130494,0.011711,,108705.0,42489.0,0.390865,654.0,2290.0,0.0,3386.0,3382.0,2523.0,2129.0,394.0,5616.0,1116.0,71469.0,547.0,2290.0,0.0,126.0,25.0,1967.0,110.0,41521.0,7936.0,55518.0,4727.0,66745.592751,0.014108,857.0,145.0,74926.228247,0.008935,213.0,950.0,910.0,76176.810073,0.966531,0.0,145.0,25044.33,547756486.0,87.72,1906.0,47607.0,32.0,692296.0,665275.0,665275.0,222697500.0,2.11,315182.0
1930_grid_b39_dual_lcg_xor_chaos__c30_gather_scatter_indirect_table,1930_grid_b39_dual_lcg_xor_chaos__c30_gather_scatter_indirect_table,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,632467.0,384504.0,91136.0,867.0,123233.0,16918.0,64890.0,812.0,2332.0,2179.0,0.000192,1.6449,0.6079,0.009513,0.137285,0.012513,,91136.0,46732.0,0.512772,659.0,2303.0,0.0,3432.0,3428.0,2530.0,2142.0,388.0,5767.0,1116.0,75706.0,552.0,2303.0,0.0,133.0,26.0,1969.0,112.0,63569.0,8130.0,59664.0,8788.0,64910.269535,0.013925,1204.0,331.0,74701.35468,0.009524,217.0,1039.0,916.0,76014.685636,0.934391,0.0,331.0,24920.72,725383157.0,88.34,2179.0,47286.0,32.0,660393.0,632543.0,632543.0,192251500.0,1.77,357401.0
1931_grid_b39_dual_lcg_xor_chaos__c31_fibonacci_stride,1931_grid_b39_dual_lcg_xor_chaos__c31_fibonacci_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,720967.0,348244.0,108600.0,870.0,96870.0,12633.0,64700.0,810.0,1987.0,1922.0,0.000174,2.0703,0.483,0.008011,0.130412,0.012519,,108600.0,42409.0,0.390506,651.0,2285.0,0.0,3412.0,3408.0,2488.0,2116.0,372.0,5586.0,1115.0,71409.0,551.0,2285.0,0.0,120.0,28.0,1967.0,113.0,41376.0,7910.0,55494.0,4723.0,67034.587271,0.014174,861.0,144.0,74816.665432,0.00949,217.0,955.0,915.0,76464.620187,0.967287,0.0,144.0,25330.65,706449232.0,87.51,1922.0,47314.0,32.0,747901.0,721041.0,721041.0,174121500.0,1.75,411240.0
1932_grid_b39_dual_lcg_xor_chaos__c32_hilbert_curve_traversal,1932_grid_b39_dual_lcg_xor_chaos__c32_hilbert_curve_traversal,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,2808347.0,1771563.0,961425.0,28327.0,119046.0,12669.0,692247.0,802.0,1977.0,1909.0,0.000886,1.5852,0.6308,0.029464,0.106421,0.001159,,961425.0,892174.0,0.92797,663.0,2291.0,0.0,3395.0,3391.0,2514.0,2126.0,388.0,296597.0,33622.0,467364.0,28014.0,2291.0,0.0,127.0,26.0,1969.0,111.0,63517.0,7950.0,55529.0,4719.0,66841.103481,0.011517,859.0,139.0,74236.906484,0.000881,215.0,952.0,912.0,76570.193819,0.965604,0.0,139.0,25444.08,137930334.0,87.53,1909.0,46590.0,32.0,4039878.0,2808421.0,2808421.0,885780500.0,8.66,324382.0
1933_grid_b39_dual_lcg_xor_chaos__c33_cache_set_conflict_stress,1933_grid_b39_dual_lcg_xor_chaos__c33_cache_set_conflict_stress,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,501417.0,303348.0,108874.0,870.0,53051.0,12686.0,24804.0,811.0,1984.0,1918.0,0.000152,1.6529,0.605,0.007991,0.239128,0.032696,,108874.0,42498.0,0.390341,659.0,2294.0,0.0,3432.0,3428.0,2530.0,2132.0,398.0,5719.0,1122.0,71521.0,553.0,2294.0,0.0,129.0,26.0,1969.0,113.0,19519.0,7966.0,33532.0,4720.0,66807.618004,0.025843,859.0,143.0,76503.082614,0.024794,218.0,955.0,914.0,76767.987487,0.966734,0.0,143.0,25631.26,809317382.0,87.7,1918.0,46797.0,32.0,528857.0,501493.0,501493.0,151673500.0,1.3,385102.0
1934_grid_b39_dual_lcg_xor_chaos__c34_variable_length_burst_reuse,1934_grid_b39_dual_lcg_xor_chaos__c34_variable_length_burst_reuse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,632850.0,438807.0,134826.0,3012.0,97413.0,12666.0,121054.0,805.0,1970.0,1904.0,0.000219,1.4422,0.6934,0.02234,0.130024,0.00665,,134826.0,112508.0,0.834468,653.0,2296.0,0.0,3370.0,3366.0,2568.0,2138.0,430.0,9643.0,3261.0,93543.0,2696.0,2296.0,0.0,131.0,27.0,1969.0,109.0,41861.0,7950.0,55552.0,4716.0,66680.43897,0.014105,862.0,143.0,76981.985093,0.004932,204.0,955.0,917.0,76801.733193,0.966497,0.0,143.0,25660.71,555398057.0,86.92,1904.0,48828.0,32.0,693221.0,632926.0,632926.0,219403000.0,1.73,364825.0
1935_grid_b39_dual_lcg_xor_chaos__c35_checkerboard_red_black,1935_grid_b39_dual_lcg_xor_chaos__c35_checkerboard_red_black,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,743560.0,1017800.0,137915.0,1230.0,92160.0,12663.0,72226.0,811.0,1987.0,1921.0,0.000509,0.7306,1.3688,0.008919,0.137402,0.011229,,137915.0,68140.0,0.494072,653.0,2290.0,0.0,3445.0,3440.0,2527.0,2130.0,397.0,12690.0,1486.0,93600.0,914.0,2290.0,0.0,126.0,28.0,1969.0,113.0,36639.0,7944.0,55521.0,4719.0,67043.15257,0.01492,863.0,146.0,76432.180025,0.008473,213.0,955.0,914.0,76741.020302,0.966784,0.0,146.0,25659.81,241587976.0,86.93,1921.0,49085.0,32.0,818293.0,743634.0,743634.0,508899500.0,2.8,265436.0
1936_grid_b39_dual_lcg_xor_chaos__c36_im2col_overlapping_patch_gather,1936_grid_b39_dual_lcg_xor_chaos__c36_im2col_overlapping_patch_gather,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,675707.0,677747.0,108857.0,866.0,97210.0,12654.0,66610.0,805.0,1976.0,1909.0,0.000339,0.997,1.003,0.007955,0.130172,0.012085,,108857.0,42347.0,0.389015,652.0,2299.0,0.0,3401.0,3396.0,2550.0,2142.0,408.0,5616.0,1114.0,71586.0,544.0,2299.0,0.0,135.0,27.0,1971.0,113.0,41652.0,7927.0,55558.0,4727.0,67111.185633,0.014186,867.0,144.0,73517.38882,0.008978,206.0,961.0,921.0,76428.234678,0.966093,0.0,144.0,25284.05,360536248.0,87.32,1909.0,46979.0,32.0,703003.0,675783.0,675783.0,338873000.0,2.12,318105.0
1937_grid_b39_dual_lcg_xor_chaos__c37_double_buffer_epoch_alternation,1937_grid_b39_dual_lcg_xor_chaos__c37_double_buffer_epoch_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,645735.0,384589.0,108906.0,868.0,97072.0,12700.0,87709.0,812.0,1980.0,1912.0,0.000192,1.679,0.5956,0.00797,0.130831,0.009258,,108906.0,42570.0,0.390888,653.0,2300.0,0.0,3414.0,3410.0,2582.0,2150.0,432.0,5655.0,1122.0,71597.0,552.0,2300.0,0.0,135.0,26.0,1971.0,113.0,41515.0,7975.0,55557.0,4725.0,66488.775118,0.014154,862.0,145.0,72580.046798,0.006932,215.0,957.0,916.0,76004.707113,0.965657,0.0,145.0,24900.89,636360563.0,87.5,1912.0,46594.0,32.0,672925.0,645811.0,645811.0,192293500.0,1.66,389506.0
1938_grid_b39_dual_lcg_xor_chaos__c38_cuckoo_double_hash_probe,1938_grid_b39_dual_lcg_xor_chaos__c38_cuckoo_double_hash_probe,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,697399.0,424981.0,141849.0,871.0,97064.0,12713.0,111721.0,809.0,1981.0,1915.0,0.000212,1.641,0.6094,0.00614,0.130975,0.007241,,141849.0,97561.0,0.687781,657.0,2293.0,0.0,3411.0,3407.0,2574.0,2147.0,427.0,5705.0,1131.0,93511.0,553.0,2293.0,0.0,128.0,27.0,1971.0,113.0,41535.0,7987.0,55529.0,4726.0,66282.423032,0.014176,864.0,144.0,74085.906057,0.005433,213.0,959.0,919.0,76140.469974,0.966683,0.0,144.0,25034.86,576781441.0,87.47,1915.0,47692.0,32.0,725025.0,697475.0,697475.0,212489500.0,1.81,385070.0
1939_grid_b39_dual_lcg_xor_chaos__c39_bounded_random_walk,1939_grid_b39_dual_lcg_xor_chaos__c39_bounded_random_walk,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,743061.0,479486.0,108739.0,853.0,96220.0,12652.0,66817.0,813.0,1992.0,1927.0,0.00024,1.5497,0.6453,0.007844,0.13149,0.012168,,108739.0,42411.0,0.390026,658.0,2287.0,0.0,3387.0,3383.0,2510.0,2115.0,395.0,5694.0,1124.0,71434.0,546.0,2287.0,0.0,123.0,26.0,1967.0,108.0,40716.0,7933.0,55504.0,4719.0,67280.346665,0.014373,871.0,146.0,73089.789668,0.009129,217.0,964.0,924.0,75969.901401,0.967369,0.0,146.0,24853.79,514418595.0,87.65,1927.0,46706.0,32.0,770677.0,743135.0,743135.0,239742500.0,2.26,328961.0
1940_grid_b39_dual_lcg_xor_chaos__c40_causal_attention_triangular,1940_grid_b39_dual_lcg_xor_chaos__c40_causal_attention_triangular,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,743795.0,910801.0,109064.0,871.0,96969.0,12690.0,68061.0,790.0,1969.0,1904.0,0.000455,0.8166,1.2245,0.007986,0.130867,0.011607,,109064.0,42891.0,0.393265,650.0,2295.0,0.0,3380.0,3376.0,2518.0,2139.0,379.0,5765.0,1132.0,71660.0,567.0,2295.0,0.0,131.0,25.0,1969.0,110.0,41424.0,7977.0,55545.0,4713.0,66519.617179,0.014169,863.0,142.0,74131.64557,0.008801,205.0,955.0,914.0,76257.615546,0.966988,0.0,142.0,25129.73,267580149.0,87.5,1904.0,47153.0,32.0,770796.0,743871.0,743871.0,455400000.0,2.52,294753.0
1941_grid_b39_dual_lcg_xor_chaos__c41_skip_list_multilevel_hop,1941_grid_b39_dual_lcg_xor_chaos__c41_skip_list_multilevel_hop,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,803862.0,456108.0,147320.0,882.0,97209.0,12666.0,129994.0,809.0,1980.0,1913.0,0.000228,1.7624,0.5674,0.005987,0.130297,0.006223,,147320.0,103020.0,0.699294,653.0,2292.0,0.0,3415.0,3411.0,2551.0,2132.0,419.0,5687.0,1136.0,93503.0,565.0,2292.0,0.0,128.0,27.0,1971.0,113.0,41681.0,7942.0,55528.0,4724.0,66636.423496,0.014134,862.0,145.0,75284.918418,0.004662,210.0,956.0,915.0,76311.552535,0.966162,0.0,145.0,25211.06,536856483.0,86.62,1913.0,49134.0,32.0,831290.0,803938.0,803938.0,228053500.0,1.95,411892.0
1942_grid_b39_dual_lcg_xor_chaos__c42_cache_oblivious_funnel_stride,1942_grid_b39_dual_lcg_xor_chaos__c42_cache_oblivious_funnel_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,1629293.0,1047842.0,1217888.0,19592.0,113744.0,12660.0,153334.0,830.0,1993.0,1927.0,0.000524,1.5549,0.6431,0.016087,0.111303,0.005413,,1217888.0,1173377.0,0.963452,656.0,2297.0,0.0,3406.0,3402.0,2557.0,2131.0,426.0,622979.0,19864.0,346561.0,19279.0,2297.0,0.0,133.0,28.0,1971.0,113.0,58196.0,7936.0,55548.0,4724.0,66909.118483,0.012159,871.0,143.0,73294.577108,0.003978,215.0,965.0,927.0,75915.412558,0.966884,0.0,143.0,24820.71,235394492.0,86.92,1927.0,48469.0,32.0,2938365.0,1629369.0,1629369.0,523920500.0,5.56,293180.0
1943_grid_b39_dual_lcg_xor_chaos__c43_whole_buffer_rotation,1943_grid_b39_dual_lcg_xor_chaos__c43_whole_buffer_rotation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,645189.0,346375.0,108643.0,856.0,97000.0,12670.0,67669.0,799.0,1976.0,1910.0,0.000173,1.8627,0.5369,0.007879,0.130619,0.011807,,108643.0,42463.0,0.390849,651.0,2290.0,0.0,3374.0,3370.0,2531.0,2132.0,399.0,5557.0,1109.0,71466.0,544.0,2290.0,0.0,125.0,24.0,1967.0,110.0,41487.0,7943.0,55513.0,4727.0,66393.917995,0.014124,858.0,146.0,75234.667084,0.008985,214.0,951.0,911.0,76273.82199,0.966599,0.0,146.0,25144.5,705828688.0,87.64,1910.0,48439.0,32.0,671979.0,645263.0,645263.0,173186500.0,1.61,400257.0
