run_dir,program,backend,cpu_type,bp_type_raw,l1d_size,l1i_size,l2_size,n_override,stats_available,instructions_total,cycles_total,branches_total,branch_misses_total,dcache_accesses,dcache_misses,icache_accesses,icache_misses,l2_accesses,l2_misses,sim_seconds,observed_ipc,observed_cpi,observed_branch_miss_rate,observed_cache_miss_rate,observed_icache_miss_rate,unmatched_metrics,btb_lookups,btb_hits,btb_hit_ratio,btb_mispredicted,ras_correct,ras_incorrect,ras_pushes,ras_pops,indirect_lookups,indirect_hits,indirect_misses,squashes_total,corrected_total,committed_directcond,mispredicted_directcond,committed_return,mispredicted_return,committed_callindirect,mispredicted_callindirect,committed_indirectuncond,mispredicted_indirectuncond,dcache_readreq_accesses,dcache_readreq_misses,dcache_writereq_accesses,dcache_writereq_misses,dcache_avg_miss_latency,dcache_mshr_miss_rate,dcache_replacements,dcache_writebacks,icache_avg_miss_latency,icache_mshr_miss_rate,icache_replacements,l2_readshared_accesses,l2_readshared_misses,l2_avg_miss_latency,l2_mshr_miss_rate,l2_replacements,l2_writeback_dirty,dram_avg_mem_acc_lat,dram_bw_total,dram_page_hit_rate,dram_num_reads,idle_cycles,num_syscalls,fetch_num_insts,commit_num_ops,sim_ops,sim_ticks,host_seconds,host_inst_rate
0001_grid_b01_always_taken__c01_sequential_unit_stride,0001_grid_b01_always_taken__c01_sequential_unit_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,366845.0,345832.0,64520.0,855.0,97002.0,12588.0,32953.0,796.0,1967.0,1900.0,0.000173,1.0608,0.9427,0.013252,0.129771,0.024156,,64520.0,42351.0,0.656401,640.0,2285.0,0.0,3386.0,3384.0,2526.0,2122.0,404.0,5512.0,1103.0,49402.0,545.0,2285.0,0.0,120.0,27.0,1967.0,111.0,41513.0,7882.0,55489.0,4706.0,66356.684223,0.014103,857.0,150.0,75343.590452,0.018147,204.0,954.0,915.0,76630.263158,0.965938,0.0,150.0,25553.03,703235694.0,87.16,1900.0,47248.0,32.0,393435.0,366919.0,366919.0,172915000.0,1.25,292556.0
0002_grid_b01_always_taken__c02_sequential_wraparound_large,0002_grid_b01_always_taken__c02_sequential_wraparound_large,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,367092.0,344972.0,64700.0,859.0,97161.0,12617.0,33092.0,796.0,1957.0,1889.0,0.000172,1.0641,0.9397,0.013277,0.129857,0.024054,,64700.0,42430.0,0.655796,642.0,2290.0,0.0,3405.0,3403.0,2533.0,2129.0,404.0,5616.0,1112.0,49463.0,548.0,2290.0,0.0,125.0,27.0,1967.0,112.0,41652.0,7903.0,55509.0,4714.0,66418.280178,0.013987,848.0,150.0,76869.972362,0.018041,204.0,944.0,905.0,77453.679195,0.965253,0.0,150.0,26377.18,700907325.0,87.14,1889.0,47133.0,32.0,394189.0,367166.0,367166.0,172485000.0,1.35,271887.0
0003_grid_b01_always_taken__c03_fixed_stride_small,0003_grid_b01_always_taken__c03_fixed_stride_small,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,370635.0,305534.0,64578.0,860.0,97055.0,12630.0,30195.0,798.0,1960.0,1896.0,0.000153,1.2131,0.8244,0.013317,0.130132,0.026428,,64578.0,42383.0,0.656307,643.0,2281.0,0.0,3440.0,3438.0,2533.0,2114.0,419.0,5635.0,1115.0,49350.0,548.0,2281.0,0.0,116.0,29.0,1966.0,110.0,41583.0,7917.0,55472.0,4713.0,66359.4962,0.014013,849.0,151.0,75295.111529,0.019838,204.0,944.0,905.0,76148.99789,0.967347,0.0,151.0,25046.81,794310271.0,86.81,1896.0,48198.0,32.0,397556.0,370709.0,370709.0,152766500.0,1.39,266493.0
0004_grid_b01_always_taken__c04_fixed_stride_large,0004_grid_b01_always_taken__c04_fixed_stride_large,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,370636.0,343332.0,64544.0,862.0,96955.0,12635.0,31184.0,786.0,1952.0,1890.0,0.000172,1.0795,0.9263,0.013355,0.130318,0.025205,,64544.0,42473.0,0.658047,638.0,2281.0,0.0,3391.0,3388.0,2501.0,2114.0,387.0,5601.0,1114.0,49351.0,554.0,2281.0,0.0,116.0,29.0,1966.0,109.0,41483.0,7930.0,55472.0,4705.0,66973.086031,0.014037,850.0,151.0,74496.818066,0.01892,199.0,945.0,905.0,76167.989418,0.968238,0.0,151.0,25258.2,704626148.0,86.77,1890.0,48110.0,32.0,397525.0,370710.0,370710.0,171665500.0,1.25,296023.0
0005_grid_b01_always_taken__c05_random_small_working_set,0005_grid_b01_always_taken__c05_random_small_working_set,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,414936.0,303165.0,64535.0,857.0,96855.0,12689.0,75946.0,812.0,1970.0,1908.0,0.000152,1.3687,0.7306,0.01328,0.13101,0.010692,,64535.0,42440.0,0.657628,642.0,2287.0,0.0,3373.0,3370.0,2523.0,2118.0,405.0,5503.0,1109.0,49424.0,553.0,2287.0,0.0,122.0,25.0,1965.0,109.0,41360.0,7979.0,55495.0,4710.0,66399.002207,0.014135,859.0,149.0,72865.14532,0.0079,209.0,954.0,916.0,75779.08805,0.968528,0.0,149.0,24663.26,805586434.0,87.58,1908.0,46659.0,32.0,441768.0,415010.0,415010.0,151581500.0,1.24,333400.0
0006_grid_b01_always_taken__c06_random_full_working_set,0006_grid_b01_always_taken__c06_random_full_working_set,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,414874.0,303575.0,64651.0,861.0,96912.0,12628.0,76000.0,813.0,1963.0,1901.0,0.000152,1.3666,0.7317,0.013318,0.130304,0.010697,,64651.0,42484.0,0.657128,649.0,2286.0,0.0,3393.0,3390.0,2535.0,2128.0,407.0,5636.0,1117.0,49410.0,557.0,2286.0,0.0,121.0,25.0,1965.0,109.0,41421.0,7920.0,55491.0,4708.0,66618.699636,0.014054,851.0,149.0,73344.400984,0.007895,209.0,947.0,909.0,76132.035771,0.968416,0.0,149.0,25015.91,801546910.0,87.32,1901.0,46880.0,32.0,442307.0,414948.0,414948.0,151786500.0,1.25,332307.0
0007_grid_b01_always_taken__c07_matrix_row_major,0007_grid_b01_always_taken__c07_matrix_row_major,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,458805.0,887380.0,65447.0,884.0,96938.0,12682.0,70140.0,807.0,1969.0,1907.0,0.000444,0.517,1.9341,0.013507,0.130826,0.011506,,65447.0,43301.0,0.661619,647.0,2278.0,0.0,3418.0,3414.0,2524.0,2110.0,414.0,6425.0,1147.0,49440.0,574.0,2278.0,0.0,114.0,28.0,1964.0,110.0,41481.0,7977.0,55457.0,4705.0,65853.054566,0.014122,858.0,149.0,76504.335812,0.00854,206.0,954.0,916.0,76491.87205,0.968512,0.0,149.0,25389.09,275075250.0,86.79,1907.0,48742.0,32.0,488157.0,458879.0,458879.0,443689500.0,2.04,225359.0
0008_grid_b01_always_taken__c08_matrix_col_major,0008_grid_b01_always_taken__c08_matrix_col_major,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,458805.0,886812.0,65436.0,884.0,96931.0,12680.0,74148.0,806.0,1969.0,1907.0,0.000443,0.5174,1.9329,0.013509,0.130815,0.01087,,65436.0,43310.0,0.661868,647.0,2278.0,0.0,3402.0,3398.0,2525.0,2111.0,414.0,6414.0,1143.0,49440.0,574.0,2278.0,0.0,114.0,28.0,1964.0,110.0,41474.0,7975.0,55457.0,4705.0,65893.252208,0.014123,858.0,149.0,75517.368486,0.008078,206.0,954.0,916.0,76164.394337,0.968512,0.0,149.0,25061.75,275251435.0,86.73,1907.0,48186.0,32.0,488065.0,458879.0,458879.0,443405500.0,2.31,198867.0
0009_grid_b01_always_taken__c09_matrix_tiled_blocked,0009_grid_b01_always_taken__c09_matrix_tiled_blocked,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,703025.0,886222.0,109560.0,874.0,96944.0,12628.0,77111.0,788.0,1955.0,1891.0,0.000443,0.7933,1.2606,0.007977,0.130261,0.010219,,109560.0,43276.0,0.394998,651.0,2282.0,0.0,3376.0,3374.0,2510.0,2110.0,400.0,6470.0,1134.0,93490.0,562.0,2282.0,0.0,118.0,28.0,1966.0,111.0,41473.0,7905.0,55471.0,4723.0,66017.733766,0.013998,846.0,143.0,74996.823604,0.007755,205.0,942.0,905.0,76715.494447,0.967263,0.0,143.0,25633.92,273124055.0,87.15,1891.0,47384.0,32.0,732727.0,703099.0,703099.0,443110000.0,2.41,291398.0
0010_grid_b01_always_taken__c10_pointer_chase_linked_list,0010_grid_b01_always_taken__c10_pointer_chase_linked_list,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,454733.0,397924.0,72970.0,861.0,139565.0,17242.0,34934.0,809.0,2602.0,2161.0,0.000199,1.1428,0.8751,0.011799,0.123541,0.023158,,72970.0,50595.0,0.693367,647.0,2293.0,0.0,3396.0,3394.0,2528.0,2121.0,407.0,5665.0,1110.0,57673.0,549.0,2293.0,0.0,123.0,27.0,1967.0,109.0,71757.0,8308.0,67808.0,8934.0,66106.973553,0.014388,1497.0,619.0,74813.347342,0.017032,201.0,1322.0,922.0,75770.93938,0.830515,0.0,619.0,24668.67,695129460.0,87.69,2161.0,47659.0,32.0,482510.0,454807.0,454807.0,198961500.0,1.54,295914.0
0011_grid_b01_always_taken__c11_sliding_window,0011_grid_b01_always_taken__c11_sliding_window,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,500397.0,329782.0,64253.0,850.0,96898.0,12665.0,36121.0,795.0,1974.0,1913.0,0.000165,1.5174,0.659,0.013229,0.130704,0.022009,,64253.0,42279.0,0.658008,644.0,2277.0,0.0,3416.0,3413.0,2477.0,2106.0,371.0,5383.0,1101.0,49294.0,544.0,2277.0,0.0,112.0,26.0,1962.0,108.0,41447.0,7964.0,55451.0,4701.0,66629.762258,0.014108,857.0,150.0,75984.274214,0.016777,209.0,951.0,913.0,76470.726607,0.969098,0.0,150.0,25392.32,742504874.0,86.72,1913.0,49542.0,32.0,526628.0,500471.0,500471.0,164890500.0,1.39,359790.0
0012_grid_b01_always_taken__c12_prime_stride_anti_alias,0012_grid_b01_always_taken__c12_prime_stride_anti_alias,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,370896.0,302632.0,64599.0,858.0,96980.0,12645.0,31171.0,784.0,1955.0,1893.0,0.000151,1.2256,0.8159,0.013282,0.130388,0.025152,,64599.0,42469.0,0.657425,636.0,2286.0,0.0,3395.0,3392.0,2511.0,2114.0,397.0,5576.0,1106.0,49415.0,551.0,2286.0,0.0,121.0,28.0,1967.0,110.0,41487.0,7939.0,55493.0,4706.0,67072.276947,0.014054,852.0,152.0,74542.728316,0.01896,200.0,947.0,907.0,76083.72953,0.968286,0.0,152.0,25029.98,800658227.0,86.95,1893.0,47493.0,32.0,397611.0,370970.0,370970.0,151315500.0,1.22,304037.0
0013_grid_b01_always_taken__c13_two_stream_interleaved,0013_grid_b01_always_taken__c13_two_stream_interleaved,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,456806.0,328716.0,64483.0,841.0,96904.0,12582.0,31112.0,776.0,1962.0,1901.0,0.000164,1.3897,0.7196,0.013042,0.12984,0.024942,,64483.0,42432.0,0.658034,640.0,2285.0,0.0,3380.0,3377.0,2504.0,2115.0,389.0,5483.0,1095.0,49397.0,540.0,2285.0,0.0,120.0,26.0,1965.0,106.0,41418.0,7879.0,55486.0,4703.0,67007.347163,0.014138,859.0,150.0,74416.235825,0.018996,200.0,955.0,915.0,76428.721725,0.968909,0.0,150.0,25377.56,740240026.0,87.11,1901.0,47871.0,32.0,483107.0,456880.0,456880.0,164357500.0,1.36,335545.0
0014_grid_b01_always_taken__c14_temporal_burst_reuse,0014_grid_b01_always_taken__c14_temporal_burst_reuse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,480694.0,327955.0,64315.0,842.0,77629.0,12595.0,76701.0,782.0,1965.0,1904.0,0.000164,1.4657,0.6823,0.013092,0.162246,0.010195,,64315.0,42329.0,0.658151,645.0,2283.0,0.0,3363.0,3360.0,2464.0,2128.0,336.0,5350.0,1102.0,49369.0,543.0,2283.0,0.0,118.0,26.0,1964.0,108.0,22152.0,7885.0,55477.0,4710.0,66988.800159,0.017622,857.0,150.0,75195.650895,0.007783,209.0,953.0,915.0,76456.932773,0.968957,0.0,150.0,25322.22,743128610.0,87.08,1904.0,47422.0,32.0,506785.0,480768.0,480768.0,163977000.0,1.34,357656.0
0015_grid_b01_always_taken__c15_reverse_sequential,0015_grid_b01_always_taken__c15_reverse_sequential,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,372632.0,345976.0,64604.0,857.0,97032.0,12616.0,31052.0,794.0,1954.0,1888.0,0.000173,1.077,0.9285,0.013265,0.130019,0.02557,,64604.0,42374.0,0.655904,645.0,2281.0,0.0,3440.0,3438.0,2527.0,2114.0,413.0,5661.0,1119.0,49350.0,548.0,2281.0,0.0,116.0,29.0,1966.0,109.0,41560.0,7908.0,55472.0,4708.0,66397.942058,0.014026,850.0,150.0,74966.623426,0.019097,199.0,946.0,906.0,76344.809322,0.966223,0.0,150.0,25205.64,698501337.0,86.92,1888.0,46835.0,32.0,399997.0,372706.0,372706.0,172987500.0,1.29,288519.0
0016_grid_b01_always_taken__c16_block_sparse,0016_grid_b01_always_taken__c16_block_sparse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,467378.0,329927.0,86853.0,1023.0,97040.0,12657.0,77592.0,779.0,1953.0,1891.0,0.000165,1.4166,0.7059,0.011779,0.130431,0.01004,,86853.0,64710.0,0.745052,644.0,2275.0,0.0,3381.0,3378.0,2465.0,2117.0,348.0,6010.0,1285.0,71271.0,718.0,2275.0,0.0,110.0,29.0,1964.0,110.0,41607.0,7931.0,55433.0,4726.0,66454.52627,0.013984,846.0,150.0,74339.536585,0.007681,208.0,943.0,904.0,76152.03596,0.968254,0.0,150.0,25021.29,733643302.0,87.31,1891.0,47896.0,32.0,498327.0,467452.0,467452.0,164963000.0,1.37,340178.0
0017_grid_b01_always_taken__c17_zipf_like_hot_buckets,0017_grid_b01_always_taken__c17_zipf_like_hot_buckets,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,639189.0,488658.0,131018.0,6340.0,107791.0,12609.0,122150.0,782.0,1955.0,1892.0,0.000244,1.308,0.7645,0.04839,0.116976,0.006402,,131018.0,67268.0,0.513426,639.0,2283.0,0.0,3333.0,3330.0,2473.0,2126.0,347.0,45597.0,6600.0,71372.0,6045.0,2283.0,0.0,119.0,26.0,1964.0,107.0,52309.0,7897.0,55482.0,4712.0,66690.771433,0.012626,850.0,148.0,74429.028133,0.004863,203.0,944.0,905.0,76222.780127,0.967775,0.0,148.0,25094.08,495595070.0,87.0,1892.0,47337.0,32.0,1101745.0,639263.0,639263.0,244328500.0,2.36,271343.0
0018_grid_b01_always_taken__c18_producer_consumer_two_pointer,0018_grid_b01_always_taken__c18_producer_consumer_two_pointer,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,481164.0,327910.0,86704.0,866.0,97151.0,12651.0,77290.0,802.0,1969.0,1904.0,0.000164,1.4674,0.6815,0.009988,0.13022,0.010377,,86704.0,64374.0,0.742457,649.0,2292.0,0.0,3460.0,3457.0,2514.0,2130.0,384.0,5597.0,1118.0,60484.0,557.0,2292.0,0.0,127.0,26.0,1965.0,109.0,41646.0,7931.0,55505.0,4720.0,66289.893289,0.01404,853.0,149.0,74890.896509,0.007815,208.0,948.0,907.0,76008.928571,0.966988,0.0,149.0,24934.74,743230591.0,87.39,1904.0,49393.0,32.0,507824.0,481238.0,481238.0,163954500.0,1.37,350866.0
0019_grid_b01_always_taken__c19_matrix_diagonal_wavefront,0019_grid_b01_always_taken__c19_matrix_diagonal_wavefront,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,623356.0,1110826.0,143169.0,1147.0,98122.0,12682.0,99570.0,801.0,1963.0,1899.0,0.000555,0.5612,1.782,0.008012,0.129247,0.008045,,143169.0,94562.0,0.660492,651.0,2287.0,0.0,3446.0,3442.0,2541.0,2123.0,418.0,13968.0,1415.0,115555.0,840.0,2287.0,0.0,123.0,27.0,1967.0,110.0,42630.0,7964.0,55492.0,4718.0,67029.643353,0.013942,857.0,145.0,77352.058677,0.005986,203.0,954.0,916.0,76706.951027,0.967397,0.0,145.0,25564.24,218821146.0,86.73,1899.0,47577.0,32.0,689976.0,623430.0,623430.0,555412500.0,2.68,232573.0
0020_grid_b01_always_taken__c20_hot_cold_phase_alternation,0020_grid_b01_always_taken__c20_hot_cold_phase_alternation,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,471034.0,324680.0,94667.0,868.0,97048.0,12583.0,70847.0,801.0,1957.0,1895.0,0.000162,1.4508,0.6893,0.009169,0.129657,0.011306,,94667.0,52365.0,0.553149,647.0,2289.0,0.0,3397.0,3395.0,2531.0,2122.0,409.0,5602.0,1111.0,69448.0,557.0,2289.0,0.0,124.0,26.0,1965.0,108.0,41545.0,7880.0,55503.0,4703.0,66921.714853,0.014076,855.0,148.0,74265.290886,0.008342,201.0,951.0,914.0,76525.593668,0.968319,0.0,148.0,25384.3,747076343.0,86.86,1895.0,46473.0,32.0,498119.0,471108.0,471108.0,162339500.0,1.35,349075.0
0021_grid_b01_always_taken__c21_pyramid_multiresolution_stride,0021_grid_b01_always_taken__c21_pyramid_multiresolution_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,437257.0,348408.0,64694.0,853.0,96991.0,12646.0,31189.0,771.0,1956.0,1895.0,0.000174,1.255,0.7968,0.013185,0.130383,0.02472,,64694.0,42496.0,0.656877,639.0,2293.0,0.0,3392.0,3389.0,2529.0,2133.0,396.0,5559.0,1104.0,49504.0,547.0,2293.0,0.0,128.0,28.0,1969.0,111.0,41476.0,7947.0,55515.0,4699.0,66617.068085,0.014063,853.0,149.0,74853.435798,0.018949,200.0,949.0,909.0,75837.467018,0.968814,0.0,149.0,24781.66,696197264.0,86.91,1895.0,48004.0,32.0,464094.0,437333.0,437333.0,174203500.0,1.36,322285.0
0022_grid_b01_always_taken__c22_tensor_3d_slice_poor_locality,0022_grid_b01_always_taken__c22_tensor_3d_slice_poor_locality,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,457156.0,325950.0,64653.0,853.0,97139.0,12646.0,32230.0,795.0,1965.0,1900.0,0.000163,1.4025,0.713,0.013194,0.130185,0.024666,,64653.0,42351.0,0.655051,645.0,2292.0,0.0,3452.0,3449.0,2510.0,2133.0,377.0,5546.0,1105.0,49483.0,546.0,2292.0,0.0,127.0,26.0,1965.0,110.0,41631.0,7934.0,55508.0,4712.0,66256.00514,0.014031,852.0,150.0,74184.903145,0.018647,206.0,947.0,906.0,75681.315789,0.966921,0.0,150.0,24606.97,746128996.0,87.16,1900.0,48418.0,32.0,483683.0,457230.0,457230.0,162974500.0,1.35,338080.0
0023_grid_b01_always_taken__c23_struct_of_array_field_burst,0023_grid_b01_always_taken__c23_struct_of_array_field_burst,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,503111.0,328062.0,64746.0,855.0,97104.0,12610.0,75121.0,796.0,1958.0,1894.0,0.000164,1.5336,0.6521,0.013205,0.129861,0.010596,,64746.0,42435.0,0.655407,644.0,2290.0,0.0,3421.0,3419.0,2553.0,2129.0,424.0,5660.0,1116.0,49463.0,545.0,2290.0,0.0,125.0,27.0,1967.0,110.0,41594.0,7906.0,55510.0,4704.0,66775.371689,0.014016,850.0,149.0,76547.109296,0.007947,200.0,947.0,908.0,76488.12038,0.967314,0.0,149.0,25347.54,738984518.0,86.38,1894.0,47921.0,32.0,530624.0,503185.0,503185.0,164030500.0,1.44,350331.0
0024_grid_b01_always_taken__c24_banked_interleaved_access,0024_grid_b01_always_taken__c24_banked_interleaved_access,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,456992.0,327804.0,64577.0,858.0,97105.0,12623.0,32213.0,794.0,1969.0,1908.0,0.000164,1.3941,0.7173,0.013286,0.129993,0.024648,,64577.0,42380.0,0.656271,641.0,2288.0,0.0,3448.0,3445.0,2503.0,2125.0,378.0,5524.0,1105.0,49439.0,547.0,2288.0,0.0,123.0,27.0,1967.0,112.0,41604.0,7921.0,55501.0,4702.0,66359.972986,0.014026,851.0,151.0,75182.617128,0.018812,209.0,946.0,908.0,75968.553459,0.96902,0.0,151.0,25020.31,745032840.0,86.79,1908.0,49396.0,32.0,483642.0,457066.0,457066.0,163901500.0,1.35,339725.0
0025_grid_b01_always_taken__c25_lru_recency_weighted_reuse,0025_grid_b01_always_taken__c25_lru_recency_weighted_reuse,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,780146.0,595226.0,161941.0,11301.0,152498.0,12688.0,166129.0,809.0,1981.0,1919.0,0.000298,1.3107,0.763,0.069785,0.083201,0.00487,,161941.0,91009.0,0.561989,660.0,2289.0,0.0,3437.0,3434.0,2547.0,2120.0,427.0,72004.0,11556.0,71438.0,10989.0,2289.0,0.0,125.0,27.0,1968.0,112.0,74997.0,7979.0,77501.0,4709.0,66398.994168,0.00899,860.0,145.0,74771.939431,0.003672,215.0,956.0,916.0,76018.499218,0.968703,0.0,145.0,24887.7,412670839.0,87.49,1919.0,46687.0,32.0,1647590.0,780222.0,780222.0,297612500.0,3.11,250720.0
0026_grid_b01_always_taken__c26_geometric_stride_growth,0026_grid_b01_always_taken__c26_geometric_stride_growth,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,438587.0,341534.0,91729.0,2556.0,98599.0,12673.0,79809.0,798.0,1974.0,1912.0,0.000171,1.2842,0.7787,0.027865,0.128531,0.009999,,91729.0,45794.0,0.499231,650.0,2286.0,0.0,3394.0,3391.0,2490.0,2107.0,383.0,9015.0,2801.0,71412.0,2241.0,2286.0,0.0,121.0,28.0,1967.0,113.0,43112.0,7963.0,55487.0,4710.0,66433.791446,0.013864,856.0,149.0,75349.622807,0.007606,214.0,951.0,914.0,76529.027197,0.968592,0.0,149.0,25386.77,716580828.0,87.29,1912.0,46915.0,32.0,487892.0,438661.0,438661.0,170766500.0,1.34,328192.0
0027_grid_b01_always_taken__c27_reduction_broadcast_pattern,0027_grid_b01_always_taken__c27_reduction_broadcast_pattern,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,408088.0,332604.0,81346.0,871.0,97160.0,12610.0,64191.0,798.0,1956.0,1892.0,0.000166,1.2269,0.815,0.010707,0.129786,0.012432,,81346.0,53482.0,0.657463,645.0,2290.0,0.0,3426.0,3424.0,2554.0,2125.0,429.0,5764.0,1132.0,65961.0,563.0,2290.0,0.0,125.0,27.0,1967.0,110.0,41651.0,7906.0,55509.0,4704.0,66808.282078,0.014008,850.0,149.0,76860.901003,0.009269,200.0,947.0,908.0,76791.490486,0.96728,0.0,149.0,25654.73,728123318.0,86.52,1892.0,47447.0,32.0,436256.0,408162.0,408162.0,166301500.0,1.38,296663.0
0028_grid_b01_always_taken__c28_morton_zorder_traversal,0028_grid_b01_always_taken__c28_morton_zorder_traversal,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,923215.0,516984.0,109522.0,871.0,96978.0,12702.0,98996.0,802.0,1969.0,1903.0,0.000258,1.7858,0.56,0.007953,0.130978,0.008101,,109522.0,43329.0,0.395619,647.0,2285.0,0.0,3361.0,3359.0,2518.0,2119.0,399.0,6377.0,1125.0,93537.0,561.0,2285.0,0.0,121.0,27.0,1967.0,111.0,41490.0,7990.0,55488.0,4712.0,65883.675169,0.014096,856.0,142.0,74261.218204,0.006081,207.0,952.0,915.0,76477.929585,0.96648,0.0,142.0,25399.89,471165340.0,87.13,1903.0,47630.0,32.0,952563.0,923289.0,923289.0,258491000.0,2.26,408318.0
0029_grid_b01_always_taken__c29_ping_pong_cache_thrash,0029_grid_b01_always_taken__c29_ping_pong_cache_thrash,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,446821.0,328008.0,84535.0,853.0,96890.0,12639.0,71900.0,779.0,1956.0,1893.0,0.000164,1.3622,0.7341,0.01009,0.130447,0.010834,,84535.0,62428.0,0.738487,645.0,2285.0,0.0,3394.0,3391.0,2486.0,2137.0,349.0,5535.0,1113.0,69398.0,555.0,2285.0,0.0,120.0,26.0,1965.0,108.0,41403.0,7927.0,55487.0,4712.0,66144.626711,0.014057,851.0,151.0,75580.228498,0.008261,202.0,946.0,906.0,76417.591125,0.967791,0.0,151.0,25289.36,738715942.0,86.95,1893.0,48317.0,32.0,473198.0,446895.0,446895.0,164003500.0,1.33,337120.0
0030_grid_b01_always_taken__c30_gather_scatter_indirect_table,0030_grid_b01_always_taken__c30_gather_scatter_indirect_table,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,436042.0,324339.0,68941.0,862.0,123140.0,16928.0,40350.0,811.0,2315.0,2164.0,0.000162,1.3444,0.7438,0.012503,0.13747,0.020099,,68941.0,46703.0,0.677434,652.0,2297.0,0.0,3400.0,3397.0,2541.0,2127.0,414.0,5678.0,1114.0,53623.0,555.0,2297.0,0.0,127.0,26.0,1965.0,109.0,63511.0,8136.0,59629.0,8792.0,63421.369388,0.01387,1197.0,328.0,72877.926017,0.015093,212.0,1035.0,915.0,75101.663586,0.934773,1.0,328.0,24014.44,854025289.0,88.26,2164.0,47333.0,32.0,463932.0,436116.0,436116.0,162168500.0,1.38,315609.0
0031_grid_b01_always_taken__c31_fibonacci_stride,0031_grid_b01_always_taken__c31_fibonacci_stride,gem5,O3CPU,default (CPU model's built-in predictor; GEM5_BP_TYPE not set),32kB,32kB,256kB,20000,1,482522.0,324820.0,64519.0,854.0,96735.0,12659.0,73072.0,801.0,1980.0,1920.0,0.000162,1.4855,0.6732,0.013236,0.130863,0.010962,,64519.0,42326.0,0.656024,647.0,2279.0,0.0,3370.0,3367.0,2485.0,2100.0,385.0,5610.0,1116.0,49323.0,548.0,2279.0,0.0,114.0,28.0,1964.0,110.0,41278.0,7943.0,55457.0,4716.0,66828.49688,0.014224,865.0,149.0,73742.194757,0.008266,213.0,960.0,923.0,75914.583333,0.969697,0.0,149.0,24793.49,756605987.0,87.4,1920.0,47311.0,32.0,509701.0,482596.0,482596.0,162409500.0,1.38,349209.0
